id,layer,category,trigger,condition,if_action,else_action,severity,how_to_use,when_to_use,why_to_use,source_doc
AS-1047,code_corpus,reuse_pattern,operator reports: user asks to copy pattern from main.py defer gate,retrieved symbol still exists on disk,DEFER code invention claiming local pattern; say no corpus hit,fall back to books_rag for learning not code paste,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1048,code_corpus,reuse_pattern,runtime detects: user asks to copy pattern from main.py defer gate,retrieved symbol missing after refactor,reject indexing vendor/minified/secret paths,DEFER claiming 'as in our codebase' without hits,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1049,code_corpus,reuse_pattern,chat turn includes: user asks to copy pattern from main.py defer gate,language filter matches user stack,filter search by language=python for backend tasks,fall back to books_rag for learning not code paste,low,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1050,code_corpus,reuse_pattern,skill path hits: user asks to copy pattern from main.py defer gate,chunk has associated test,run code.corpus.search; inject top chunks as evidence; adapt don't paste blindly,DEFER claiming 'as in our codebase' without hits,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1051,code_corpus,reuse_pattern,after bootstrap: user asks to copy pattern from main.py defer gate,chunk has no test,retrieve fix-tagged chunks for repair tasks,fall back to books_rag for learning not code paste,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1052,code_corpus,reuse_pattern,in production: user asks to copy pattern from main.py defer gate,license allows internal RAG,if chunk has tests include test path in evidence,DEFER claiming 'as in our codebase' without hits,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1053,code_corpus,reuse_pattern,during local dev: user asks to copy pattern from main.py defer gate,path is under allowlisted roots,queue code.corpus.index for operator-approved roots only,fall back to books_rag for learning not code paste,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1054,code_corpus,reuse_pattern,on digitalocean deploy: user asks to copy pattern from main.py defer gate,path is vendor or secrets,prefer live github.file read over stale corpus chunk when paths diverge,DEFER claiming 'as in our codebase' without hits,low,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1055,code_corpus,reuse_pattern,when brain enabled: user asks to copy pattern from main.py defer gate,similarity score above threshold,reindex allowlisted roots after refactor,fall back to books_rag for learning not code paste,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1056,code_corpus,reuse_pattern,retrieved chunk is outdated vs live github file,similarity score below threshold,use symbol-level chunks not whole file dumps,DEFER claiming 'as in our codebase' without hits,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1057,code_corpus,reuse_pattern,agent observes: retrieved chunk is outdated vs live github file,live github.file differs from corpus chunk,DEFER code invention claiming local pattern; say no corpus hit,fall back to books_rag for learning not code paste,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1058,code_corpus,reuse_pattern,operator reports: retrieved chunk is outdated vs live github file,user asked for executable fix,reject indexing vendor/minified/secret paths,DEFER claiming 'as in our codebase' without hits,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1059,code_corpus,reuse_pattern,runtime detects: retrieved chunk is outdated vs live github file,corpus not indexed yet,filter search by language=python for backend tasks,fall back to books_rag for learning not code paste,low,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1060,code_corpus,reuse_pattern,chat turn includes: retrieved chunk is outdated vs live github file,code.corpus.search count >= 1,run code.corpus.search; inject top chunks as evidence; adapt don't paste blindly,DEFER claiming 'as in our codebase' without hits,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1061,code_corpus,reuse_pattern,skill path hits: retrieved chunk is outdated vs live github file,code.corpus.search count == 0,retrieve fix-tagged chunks for repair tasks,fall back to books_rag for learning not code paste,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1062,code_corpus,reuse_pattern,after bootstrap: retrieved chunk is outdated vs live github file,retrieved symbol still exists on disk,if chunk has tests include test path in evidence,DEFER claiming 'as in our codebase' without hits,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1063,code_corpus,reuse_pattern,in production: retrieved chunk is outdated vs live github file,retrieved symbol missing after refactor,queue code.corpus.index for operator-approved roots only,fall back to books_rag for learning not code paste,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1064,code_corpus,reuse_pattern,during local dev: retrieved chunk is outdated vs live github file,language filter matches user stack,prefer live github.file read over stale corpus chunk when paths diverge,DEFER claiming 'as in our codebase' without hits,low,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1065,code_corpus,reuse_pattern,on digitalocean deploy: retrieved chunk is outdated vs live github file,chunk has associated test,reindex allowlisted roots after refactor,fall back to books_rag for learning not code paste,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1066,code_corpus,reuse_pattern,when brain enabled: retrieved chunk is outdated vs live github file,chunk has no test,use symbol-level chunks not whole file dumps,DEFER claiming 'as in our codebase' without hits,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1067,code_corpus,reuse_pattern,user asks generate code with no local pattern,license allows internal RAG,DEFER code invention claiming local pattern; say no corpus hit,fall back to books_rag for learning not code paste,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1068,code_corpus,reuse_pattern,agent observes: user asks generate code with no local pattern,path is under allowlisted roots,reject indexing vendor/minified/secret paths,DEFER claiming 'as in our codebase' without hits,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1069,code_corpus,reuse_pattern,operator reports: user asks generate code with no local pattern,path is vendor or secrets,filter search by language=python for backend tasks,fall back to books_rag for learning not code paste,low,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1070,code_corpus,reuse_pattern,runtime detects: user asks generate code with no local pattern,similarity score above threshold,run code.corpus.search; inject top chunks as evidence; adapt don't paste blindly,DEFER claiming 'as in our codebase' without hits,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1071,code_corpus,reuse_pattern,chat turn includes: user asks generate code with no local pattern,similarity score below threshold,retrieve fix-tagged chunks for repair tasks,fall back to books_rag for learning not code paste,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1072,code_corpus,reuse_pattern,skill path hits: user asks generate code with no local pattern,live github.file differs from corpus chunk,if chunk has tests include test path in evidence,DEFER claiming 'as in our codebase' without hits,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1073,code_corpus,reuse_pattern,after bootstrap: user asks generate code with no local pattern,user asked for executable fix,queue code.corpus.index for operator-approved roots only,fall back to books_rag for learning not code paste,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1074,code_corpus,reuse_pattern,in production: user asks generate code with no local pattern,corpus not indexed yet,prefer live github.file read over stale corpus chunk when paths diverge,DEFER claiming 'as in our codebase' without hits,low,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1075,code_corpus,reuse_pattern,during local dev: user asks generate code with no local pattern,code.corpus.search count >= 1,reindex allowlisted roots after refactor,fall back to books_rag for learning not code paste,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1076,code_corpus,reuse_pattern,on digitalocean deploy: user asks generate code with no local pattern,code.corpus.search count == 0,use symbol-level chunks not whole file dumps,DEFER claiming 'as in our codebase' without hits,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1077,code_corpus,reuse_pattern,when brain enabled: user asks generate code with no local pattern,retrieved symbol still exists on disk,DEFER code invention claiming local pattern; say no corpus hit,fall back to books_rag for learning not code paste,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1078,code_corpus,reuse_pattern,corpus chunk lacks tests,retrieved symbol missing after refactor,reject indexing vendor/minified/secret paths,DEFER claiming 'as in our codebase' without hits,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1079,code_corpus,reuse_pattern,agent observes: corpus chunk lacks tests,language filter matches user stack,filter search by language=python for backend tasks,fall back to books_rag for learning not code paste,low,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1080,code_corpus,reuse_pattern,operator reports: corpus chunk lacks tests,chunk has associated test,run code.corpus.search; inject top chunks as evidence; adapt don't paste blindly,DEFER claiming 'as in our codebase' without hits,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1081,code_corpus,reuse_pattern,runtime detects: corpus chunk lacks tests,chunk has no test,retrieve fix-tagged chunks for repair tasks,fall back to books_rag for learning not code paste,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1082,code_corpus,reuse_pattern,chat turn includes: corpus chunk lacks tests,license allows internal RAG,if chunk has tests include test path in evidence,DEFER claiming 'as in our codebase' without hits,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1083,code_corpus,reuse_pattern,skill path hits: corpus chunk lacks tests,path is under allowlisted roots,queue code.corpus.index for operator-approved roots only,fall back to books_rag for learning not code paste,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1084,code_corpus,reuse_pattern,after bootstrap: corpus chunk lacks tests,path is vendor or secrets,prefer live github.file read over stale corpus chunk when paths diverge,DEFER claiming 'as in our codebase' without hits,low,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1085,code_corpus,reuse_pattern,in production: corpus chunk lacks tests,similarity score above threshold,reindex allowlisted roots after refactor,fall back to books_rag for learning not code paste,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1086,code_corpus,reuse_pattern,during local dev: corpus chunk lacks tests,similarity score below threshold,use symbol-level chunks not whole file dumps,DEFER claiming 'as in our codebase' without hits,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1087,code_corpus,reuse_pattern,on digitalocean deploy: corpus chunk lacks tests,live github.file differs from corpus chunk,DEFER code invention claiming local pattern; say no corpus hit,fall back to books_rag for learning not code paste,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1088,code_corpus,reuse_pattern,when brain enabled: corpus chunk lacks tests,user asked for executable fix,reject indexing vendor/minified/secret paths,DEFER claiming 'as in our codebase' without hits,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1089,code_corpus,reuse_pattern,user asks fix bug similar to past commit,corpus not indexed yet,filter search by language=python for backend tasks,fall back to books_rag for learning not code paste,low,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1090,code_corpus,reuse_pattern,agent observes: user asks fix bug similar to past commit,code.corpus.search count >= 1,run code.corpus.search; inject top chunks as evidence; adapt don't paste blindly,DEFER claiming 'as in our codebase' without hits,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1091,code_corpus,reuse_pattern,operator reports: user asks fix bug similar to past commit,code.corpus.search count == 0,retrieve fix-tagged chunks for repair tasks,fall back to books_rag for learning not code paste,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1092,code_corpus,reuse_pattern,runtime detects: user asks fix bug similar to past commit,retrieved symbol still exists on disk,if chunk has tests include test path in evidence,DEFER claiming 'as in our codebase' without hits,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1093,code_corpus,reuse_pattern,chat turn includes: user asks fix bug similar to past commit,retrieved symbol missing after refactor,queue code.corpus.index for operator-approved roots only,fall back to books_rag for learning not code paste,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1094,code_corpus,reuse_pattern,skill path hits: user asks fix bug similar to past commit,language filter matches user stack,prefer live github.file read over stale corpus chunk when paths diverge,DEFER claiming 'as in our codebase' without hits,low,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1095,code_corpus,reuse_pattern,after bootstrap: user asks fix bug similar to past commit,chunk has associated test,reindex allowlisted roots after refactor,fall back to books_rag for learning not code paste,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1096,code_corpus,reuse_pattern,in production: user asks fix bug similar to past commit,chunk has no test,use symbol-level chunks not whole file dumps,DEFER claiming 'as in our codebase' without hits,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1097,code_corpus,reuse_pattern,during local dev: user asks fix bug similar to past commit,license allows internal RAG,DEFER code invention claiming local pattern; say no corpus hit,fall back to books_rag for learning not code paste,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1098,code_corpus,reuse_pattern,on digitalocean deploy: user asks fix bug similar to past commit,path is under allowlisted roots,reject indexing vendor/minified/secret paths,DEFER claiming 'as in our codebase' without hits,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1099,code_corpus,reuse_pattern,when brain enabled: user asks fix bug similar to past commit,path is vendor or secrets,filter search by language=python for backend tasks,fall back to books_rag for learning not code paste,low,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1100,code_corpus,reuse_pattern,code unit crosses license boundary,similarity score above threshold,run code.corpus.search; inject top chunks as evidence; adapt don't paste blindly,DEFER claiming 'as in our codebase' without hits,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1101,code_corpus,reuse_pattern,agent observes: code unit crosses license boundary,similarity score below threshold,retrieve fix-tagged chunks for repair tasks,fall back to books_rag for learning not code paste,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1102,code_corpus,reuse_pattern,operator reports: code unit crosses license boundary,live github.file differs from corpus chunk,if chunk has tests include test path in evidence,DEFER claiming 'as in our codebase' without hits,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1103,code_corpus,reuse_pattern,runtime detects: code unit crosses license boundary,user asked for executable fix,queue code.corpus.index for operator-approved roots only,fall back to books_rag for learning not code paste,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1104,code_corpus,reuse_pattern,chat turn includes: code unit crosses license boundary,corpus not indexed yet,prefer live github.file read over stale corpus chunk when paths diverge,DEFER claiming 'as in our codebase' without hits,low,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1105,code_corpus,reuse_pattern,skill path hits: code unit crosses license boundary,code.corpus.search count >= 1,reindex allowlisted roots after refactor,fall back to books_rag for learning not code paste,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1106,code_corpus,reuse_pattern,after bootstrap: code unit crosses license boundary,code.corpus.search count == 0,use symbol-level chunks not whole file dumps,DEFER claiming 'as in our codebase' without hits,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1107,code_corpus,reuse_pattern,in production: code unit crosses license boundary,retrieved symbol still exists on disk,DEFER code invention claiming local pattern; say no corpus hit,fall back to books_rag for learning not code paste,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1108,code_corpus,reuse_pattern,during local dev: code unit crosses license boundary,retrieved symbol missing after refactor,reject indexing vendor/minified/secret paths,DEFER claiming 'as in our codebase' without hits,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1109,code_corpus,reuse_pattern,on digitalocean deploy: code unit crosses license boundary,language filter matches user stack,filter search by language=python for backend tasks,fall back to books_rag for learning not code paste,low,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1110,code_corpus,reuse_pattern,when brain enabled: code unit crosses license boundary,chunk has associated test,run code.corpus.search; inject top chunks as evidence; adapt don't paste blindly,DEFER claiming 'as in our codebase' without hits,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1111,code_corpus,reuse_pattern,index whole vendor minified bundle requested,chunk has no test,retrieve fix-tagged chunks for repair tasks,fall back to books_rag for learning not code paste,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1112,code_corpus,reuse_pattern,agent observes: index whole vendor minified bundle requested,license allows internal RAG,if chunk has tests include test path in evidence,DEFER claiming 'as in our codebase' without hits,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1113,code_corpus,reuse_pattern,operator reports: index whole vendor minified bundle requested,path is under allowlisted roots,queue code.corpus.index for operator-approved roots only,fall back to books_rag for learning not code paste,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1114,code_corpus,reuse_pattern,runtime detects: index whole vendor minified bundle requested,path is vendor or secrets,prefer live github.file read over stale corpus chunk when paths diverge,DEFER claiming 'as in our codebase' without hits,low,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1115,code_corpus,reuse_pattern,chat turn includes: index whole vendor minified bundle requested,similarity score above threshold,reindex allowlisted roots after refactor,fall back to books_rag for learning not code paste,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1116,code_corpus,reuse_pattern,skill path hits: index whole vendor minified bundle requested,similarity score below threshold,use symbol-level chunks not whole file dumps,DEFER claiming 'as in our codebase' without hits,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1117,code_corpus,reuse_pattern,after bootstrap: index whole vendor minified bundle requested,live github.file differs from corpus chunk,DEFER code invention claiming local pattern; say no corpus hit,fall back to books_rag for learning not code paste,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1118,code_corpus,reuse_pattern,in production: index whole vendor minified bundle requested,user asked for executable fix,reject indexing vendor/minified/secret paths,DEFER claiming 'as in our codebase' without hits,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1119,code_corpus,reuse_pattern,during local dev: index whole vendor minified bundle requested,corpus not indexed yet,filter search by language=python for backend tasks,fall back to books_rag for learning not code paste,low,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1120,code_corpus,reuse_pattern,on digitalocean deploy: index whole vendor minified bundle requested,code.corpus.search count >= 1,run code.corpus.search; inject top chunks as evidence; adapt don't paste blindly,DEFER claiming 'as in our codebase' without hits,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1121,code_corpus,reuse_pattern,when brain enabled: index whole vendor minified bundle requested,code.corpus.search count == 0,retrieve fix-tagged chunks for repair tasks,fall back to books_rag for learning not code paste,high,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
AS-1122,code_corpus,reuse_pattern,AST extract failed on file,retrieved symbol still exists on disk,if chunk has tests include test path in evidence,DEFER claiming 'as in our codebase' without hits,medium,Call code.corpus.search on coding tasks; prefer live github.file when freshness matters.,User asks to implement/fix like existing code or reuse patterns.,Improves coding by retrieving real patterns instead of generic model guesses.,planned code_corpus collection + github.file
