"id","category","trigger","condition","if_action","else_action","severity","source_doc"
"RS-0214","runtime","Live service returns HTTP 500","workspace created before 2022-01-23 AND region == 'oregon' (no fixed IP)","Suggest upgrade to Starter ($7/mo) for always-on (free tier sleeps)","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0215","runtime","Live service returns HTTP 500","cron_runtime > 15 min (Render cron hard limit)","Emit 'request_ok' metric; do not escalate","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0216","runtime","Live service returns HTTP 500","cron_running AND previous_run_still_active (overlap)","Emit 5xx alert; capture stack trace; correlate with deploy_id (if recent) - consider rollback","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0217","runtime","Live service returns HTTP 500","handler_returns_200 AND body_contains_stack_trace","Emit 4xx metric; do not auto-rollback (client error, not platform)","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0218","runtime","Live service returns HTTP 500","handler_returns_200 AND body_is_empty","Mark request '5xx'; increment error budget; if budget exhausted, rollback","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0219","runtime","Live service returns HTTP 500","service_uses_session_cookies AND instance_count > 1 (no sticky sessions)","Capture first exception line; correlate with recent deploy; if matches, rollback","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0220","runtime","Live service returns HTTP 500","log_stream_contains_stderr_only (not /var/log) - good","Restart instance (Render auto-restart); if persists, escalate to on-call","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0221","runtime","Live service returns HTTP 500","log_stream_contains_/var/log path (not captured by Render)","Scale out (increase instance count) to reduce per-instance load","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0222","runtime","Live service returns HTTP 500","log_line_size_bytes > 256KB (Render truncates)","Scale in (decrease instance count) during off-peak to save cost","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0223","runtime","Live service returns HTTP 500","in_flight_request_duration > max_shutdown_delay_seconds (gets killed)","Open connection pool; add retry with backoff; release connections on error","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0224","runtime","Live service returns HTTP 500","websocket_connection_during_deploy (no sticky = reconnect storm)","Switch DB connection string to internal URL (Postgres / Key Value)","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0225","runtime","Live service returns HTTP 500","first_request_after_cold_start AND free_tier == true","Add '?sslmode=require' to DATABASE_URL; restart service","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0226","runtime","Live service returns HTTP 500","query_result_row_count > 100000 (likely N+1 / unbounded select)","Attach persistent disk; mount at app write path; migrate existing data","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0227","runtime","Live service returns HTTP 500","open_file_descriptor_count > 0.8 * ulimit","Move secret file to /etc/secrets/<filename> path (Docker-compatible)","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0228","runtime","Live service returns HTTP 500","memory_growth_rate_MB_per_min > 5 (leak indicator)","Ping service to keep it warm (avoid free-tier sleep) OR upgrade to always-on","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0229","runtime","Live service returns HTTP 500","goroutine_count_growth_rate > 0 (leak indicator)","Suggest minInstances=2 (Pro+) or upgrade plan to avoid cold start","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0230","runtime","Live service returns HTTP 502","request_status_code is 2xx","Mark request '5xx'; increment error budget; if budget exhausted, rollback","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0231","runtime","Live service returns HTTP 502","request_status_code is 5xx (server error)","Capture first exception line; correlate with recent deploy; if matches, rollback","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0232","runtime","Live service returns HTTP 502","request_status_code is 4xx (client error)","Restart instance (Render auto-restart); if persists, escalate to on-call","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0233","runtime","Live service returns HTTP 502","uncaught_exception_count_last_5min > 0","Scale out (increase instance count) to reduce per-instance load","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0234","runtime","Live service returns HTTP 502","process_resident_memory_MB > 90% of instance RAM","Scale in (decrease instance count) during off-peak to save cost","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0235","runtime","Live service returns HTTP 502","process_cpu_percent_avg_last_5min > 80","Open connection pool; add retry with backoff; release connections on error","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0236","runtime","Live service returns HTTP 502","outbound_response_time_ms > p99_threshold AND external service degraded","Switch DB connection string to internal URL (Postgres / Key Value)","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0237","runtime","Live service returns HTTP 502","db_connection_pool_active >= 0.9 * pool_size","Add '?sslmode=require' to DATABASE_URL; restart service","Disable feature flag for affected path; serve degraded experience","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0238","runtime","Live service returns HTTP 502","db_query_duration_ms > 1000 for query X","Attach persistent disk; mount at app write path; migrate existing data","Page on-call; do not auto-remediate on first unknown failure","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0239","runtime","Live service returns HTTP 502","db_error_log matches /SSL|sslmode|certificate/i","Move secret file to /etc/secrets/<filename> path (Docker-compatible)","Capture full request log + headers; require sign-off before changing code","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0240","runtime","Live service returns HTTP 502","fs_write_attempted_outside_disk_mount_path","Ping service to keep it warm (avoid free-tier sleep) OR upgrade to always-on","Reduce traffic (return 503 for low-priority paths); alert operator","medium","render.com/docs/troubleshooting-deploys; render.com/docs/web-services"
"RS-0241","scaling","Service scales from 1 to N instances (manual or autoscale)","service_has_persistent_disk AND new_instance_count > 1","Provision new instance; wait for healthy; add to LB pool","Block scale action; surface error to operator; require manual plan change","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0242","scaling","Service scales from 1 to N instances (manual or autoscale)","service_has_persistent_disk (zero-downtime disabled)","Block scale-out; surface 'disk requires single instance' error to operator","Halt autoscale; require explicit operator override","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0243","scaling","Service scales from 1 to N instances (manual or autoscale)","disk_resize_requested AND disk_in_use (allowed but slow)","Trigger zero-downtime deploy (skip grace) for disk service - small blip accepted","Do not resize disk; require operator to confirm","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0244","scaling","Service scales from 1 to N instances (manual or autoscale)","disk_shrink_requested (decrease not allowed)","Confirm resize in dashboard; wait for completion; verify mount path; restart app","Block scale action; surface error to operator; require manual plan change","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0245","scaling","Service scales from 1 to N instances (manual or autoscale)","disk_mount_path in ['/', '/opt', '/etc', '/etc/secrets', '/home', '/home/render']","Reject resize; surface 'disk size can only increase' to operator","Halt autoscale; require explicit operator override","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0246","scaling","Service scales from 1 to N instances (manual or autoscale)","render.yaml scaling.minInstances >= 1","Reject deploy; surface 'mount path reserved' to operator","Do not resize disk; require operator to confirm","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0247","scaling","Service scales from 1 to N instances (manual or autoscale)","render.yaml scaling.maxInstances <= 100 (Render hard cap)","Scale out with minInstances setting; wait for second instance healthy","Block scale action; surface error to operator; require manual plan change","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0248","scaling","Service scales from 1 to N instances (manual or autoscale)","render.yaml scaling.targetCPUPercent < 30 (thrashy)","Cap scale-out at 100 (Render hard max); alert when reached","Halt autoscale; require explicit operator override","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0249","scaling","Service scales from 1 to N instances (manual or autoscale)","render.yaml scaling.targetMemoryPercent < 30 (thrashy)","Raise target CPU/memory to 50-70%; redeploy; monitor churn","Do not resize disk; require operator to confirm","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0250","scaling","Service scales from 1 to N instances (manual or autoscale)","workspace_plan in ['free', 'starter'] AND autoscale_enabled == true","Lower target CPU/memory to 50-70%; redeploy; monitor churn","Block scale action; surface error to operator; require manual plan change","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0251","scaling","Service scales from 1 to N instances (manual or autoscale)","service_is_preview_environment AND autoscale_enabled == true","Disable autoscale; switch to manual numInstances; redeploy","Halt autoscale; require explicit operator override","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0252","scaling","Service scales from 1 to N instances (manual or autoscale)","plan == 'pro' AND service_RAM_required > plan_RAM","Switch to manual numInstances for preview env; redeploy","Do not resize disk; require operator to confirm","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0253","scaling","Service scales from 1 to N instances (manual or autoscale)","plan == 'free' AND minInstances > 1 (forced to 1)","Upgrade workspace to Pro (or higher) to enable autoscale; redeploy","Block scale action; surface error to operator; require manual plan change","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0254","scaling","Service with persistent disk tries to scale to 2+ instances","service_has_persistent_disk AND new_instance_count > 1","Block scale-out; surface 'disk requires single instance' error to operator","Block scale action; surface error to operator; require manual plan change","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0255","scaling","Service with persistent disk tries to scale to 2+ instances","service_has_persistent_disk (zero-downtime disabled)","Trigger zero-downtime deploy (skip grace) for disk service - small blip accepted","Halt autoscale; require explicit operator override","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0256","scaling","Service with persistent disk tries to scale to 2+ instances","disk_resize_requested AND disk_in_use (allowed but slow)","Confirm resize in dashboard; wait for completion; verify mount path; restart app","Do not resize disk; require operator to confirm","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0257","scaling","Service with persistent disk tries to scale to 2+ instances","disk_shrink_requested (decrease not allowed)","Reject resize; surface 'disk size can only increase' to operator","Block scale action; surface error to operator; require manual plan change","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0258","scaling","Service with persistent disk tries to scale to 2+ instances","disk_mount_path in ['/', '/opt', '/etc', '/etc/secrets', '/home', '/home/render']","Reject deploy; surface 'mount path reserved' to operator","Halt autoscale; require explicit operator override","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0259","scaling","Service with persistent disk tries to scale to 2+ instances","render.yaml scaling.minInstances >= 1","Scale out with minInstances setting; wait for second instance healthy","Do not resize disk; require operator to confirm","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0260","scaling","Service with persistent disk tries to scale to 2+ instances","render.yaml scaling.maxInstances <= 100 (Render hard cap)","Cap scale-out at 100 (Render hard max); alert when reached","Block scale action; surface error to operator; require manual plan change","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0261","scaling","Service with persistent disk tries to scale to 2+ instances","render.yaml scaling.targetCPUPercent < 30 (thrashy)","Raise target CPU/memory to 50-70%; redeploy; monitor churn","Halt autoscale; require explicit operator override","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0262","scaling","Service with persistent disk tries to scale to 2+ instances","render.yaml scaling.targetMemoryPercent < 30 (thrashy)","Lower target CPU/memory to 50-70%; redeploy; monitor churn","Do not resize disk; require operator to confirm","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0263","scaling","Service with persistent disk tries to scale to 2+ instances","workspace_plan in ['free', 'starter'] AND autoscale_enabled == true","Disable autoscale; switch to manual numInstances; redeploy","Block scale action; surface error to operator; require manual plan change","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0264","scaling","Service with persistent disk tries to scale to 2+ instances","service_is_preview_environment AND autoscale_enabled == true","Switch to manual numInstances for preview env; redeploy","Halt autoscale; require explicit operator override","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0265","scaling","Service with persistent disk tries to scale to 2+ instances","plan == 'pro' AND service_RAM_required > plan_RAM","Upgrade workspace to Pro (or higher) to enable autoscale; redeploy","Do not resize disk; require operator to confirm","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0266","scaling","Service with persistent disk tries to scale to 2+ instances","plan == 'free' AND minInstances > 1 (forced to 1)","Upgrade plan to one with enough RAM; redeploy","Block scale action; surface error to operator; require manual plan change","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0267","scaling","Persistent disk attached and service restarting (no zero-downtime)","service_has_persistent_disk AND new_instance_count > 1","Trigger zero-downtime deploy (skip grace) for disk service - small blip accepted","Block scale action; surface error to operator; require manual plan change","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0268","scaling","Persistent disk attached and service restarting (no zero-downtime)","service_has_persistent_disk (zero-downtime disabled)","Confirm resize in dashboard; wait for completion; verify mount path; restart app","Halt autoscale; require explicit operator override","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0269","scaling","Persistent disk attached and service restarting (no zero-downtime)","disk_resize_requested AND disk_in_use (allowed but slow)","Reject resize; surface 'disk size can only increase' to operator","Do not resize disk; require operator to confirm","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0270","scaling","Persistent disk attached and service restarting (no zero-downtime)","disk_shrink_requested (decrease not allowed)","Reject deploy; surface 'mount path reserved' to operator","Block scale action; surface error to operator; require manual plan change","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0271","scaling","Persistent disk attached and service restarting (no zero-downtime)","disk_mount_path in ['/', '/opt', '/etc', '/etc/secrets', '/home', '/home/render']","Scale out with minInstances setting; wait for second instance healthy","Halt autoscale; require explicit operator override","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0272","scaling","Persistent disk attached and service restarting (no zero-downtime)","render.yaml scaling.minInstances >= 1","Cap scale-out at 100 (Render hard max); alert when reached","Do not resize disk; require operator to confirm","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0273","scaling","Persistent disk attached and service restarting (no zero-downtime)","render.yaml scaling.maxInstances <= 100 (Render hard cap)","Raise target CPU/memory to 50-70%; redeploy; monitor churn","Block scale action; surface error to operator; require manual plan change","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0274","scaling","Persistent disk attached and service restarting (no zero-downtime)","render.yaml scaling.targetCPUPercent < 30 (thrashy)","Lower target CPU/memory to 50-70%; redeploy; monitor churn","Halt autoscale; require explicit operator override","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0275","scaling","Persistent disk attached and service restarting (no zero-downtime)","render.yaml scaling.targetMemoryPercent < 30 (thrashy)","Disable autoscale; switch to manual numInstances; redeploy","Do not resize disk; require operator to confirm","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0276","scaling","Persistent disk attached and service restarting (no zero-downtime)","workspace_plan in ['free', 'starter'] AND autoscale_enabled == true","Switch to manual numInstances for preview env; redeploy","Block scale action; surface error to operator; require manual plan change","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0277","scaling","Persistent disk attached and service restarting (no zero-downtime)","service_is_preview_environment AND autoscale_enabled == true","Upgrade workspace to Pro (or higher) to enable autoscale; redeploy","Halt autoscale; require explicit operator override","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0278","scaling","Persistent disk attached and service restarting (no zero-downtime)","plan == 'pro' AND service_RAM_required > plan_RAM","Upgrade plan to one with enough RAM; redeploy","Do not resize disk; require operator to confirm","medium","render.com/docs/scaling; render.com/docs/disks; render.com/docs/blueprint-spec"
"RS-0279","env","Operator updates env var via API","env_var_key exists in service config","Use new env var value; redeploy service to apply","Block deploy; require operator to set env var explicitly","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0280","env","Operator updates env var via API","env_var_value is non-null AND non-empty","Surface 'env var missing' to operator; do not proceed","Pause affected service; alert operator with env var name","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0281","env","Operator updates env var via API","env_var_key in render.yaml envVars list","Read value from env group; apply to service","Do not auto-rotate; require operator approval","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0282","env","Operator updates env var via API","env_var_key with sync:false present in render.yaml","Mark service 'pending_redeploy' (env changed, needs deploy)","Block deploy; require operator to set env var explicitly","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0283","env","Operator updates env var via API","env_var_key with generateValue:true already initialized","Use fallback default; log a warning to runtime logs (don't crash)","Pause affected service; alert operator with env var name","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0284","env","Operator updates env var via API","env_group_attached_to_service","Crash on startup with clear 'missing env var' error; trigger rollback","Do not auto-rotate; require operator approval","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0285","env","Operator updates env var via API","secret_file_path == '/etc/secrets/<filename>'","Validate env var format (URL / key length); reject if invalid","Block deploy; require operator to set env var explicitly","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0286","env","Operator updates env var via API","secret_file_path uses Windows backslashes","Reject update; surface 'sync:false env var cannot be in update' to operator","Pause affected service; alert operator with env var name","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0287","env","Operator updates env var via API","secret_combined_size_bytes <= 1MB","Migrate env var to env group (centralized management)","Do not auto-rotate; require operator approval","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0288","env","Operator updates env var via API",".env or .env.production file exists in repo (NOT loaded by Render)","Rotate secret; update env group; redeploy dependent services","Block deploy; require operator to set env var explicitly","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0289","env","Operator updates env var via API","DATABASE_URL env var resolves to a reachable host (TCP check)","Delete .env / .env.production from repo (Render doesn't load them); rotate any leaked values","Pause affected service; alert operator with env var name","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0290","env","Operator updates env var via API","build_log contains 'DATABASE_URL=' pattern (potential leak)","Add secret to /etc/secrets/<filename> secret file; mount in app; redeploy","Do not auto-rotate; require operator approval","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0291","env","Operator updates env var via API","render.yaml value field is non-empty for sensitive key (potential leak)","Reduce secret file count or split across services (1MB total cap)","Block deploy; require operator to set env var explicitly","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0292","env","Operator updates env var via API","Dockerfile contains 'ENV <SECRET_NAME>' (leak in image layer)","Build with secret in env (sync:false), NOT in render.yaml value (CRITICAL)","Pause affected service; alert operator with env var name","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0293","env","Operator updates env var via API","git submodule requires auth AND no deploy key configured","Move secret out of Dockerfile ENV into runtime env (sync:false)","Do not auto-rotate; require operator approval","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0294","env","Operator updates env var via dashboard","env_var_key exists in service config","Surface 'env var missing' to operator; do not proceed","Block deploy; require operator to set env var explicitly","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0295","env","Operator updates env var via dashboard","env_var_value is non-null AND non-empty","Read value from env group; apply to service","Pause affected service; alert operator with env var name","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0296","env","Operator updates env var via dashboard","env_var_key in render.yaml envVars list","Mark service 'pending_redeploy' (env changed, needs deploy)","Do not auto-rotate; require operator approval","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0297","env","Operator updates env var via dashboard","env_var_key with sync:false present in render.yaml","Use fallback default; log a warning to runtime logs (don't crash)","Block deploy; require operator to set env var explicitly","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0298","env","Operator updates env var via dashboard","env_var_key with generateValue:true already initialized","Crash on startup with clear 'missing env var' error; trigger rollback","Pause affected service; alert operator with env var name","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0299","env","Operator updates env var via dashboard","env_group_attached_to_service","Validate env var format (URL / key length); reject if invalid","Do not auto-rotate; require operator approval","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0300","env","Operator updates env var via dashboard","secret_file_path == '/etc/secrets/<filename>'","Reject update; surface 'sync:false env var cannot be in update' to operator","Block deploy; require operator to set env var explicitly","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0301","env","Operator updates env var via dashboard","secret_file_path uses Windows backslashes","Migrate env var to env group (centralized management)","Pause affected service; alert operator with env var name","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0302","env","Operator updates env var via dashboard","secret_combined_size_bytes <= 1MB","Rotate secret; update env group; redeploy dependent services","Do not auto-rotate; require operator approval","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0303","env","Operator updates env var via dashboard",".env or .env.production file exists in repo (NOT loaded by Render)","Delete .env / .env.production from repo (Render doesn't load them); rotate any leaked values","Block deploy; require operator to set env var explicitly","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0304","env","Operator updates env var via dashboard","DATABASE_URL env var resolves to a reachable host (TCP check)","Add secret to /etc/secrets/<filename> secret file; mount in app; redeploy","Pause affected service; alert operator with env var name","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0305","env","Operator updates env var via dashboard","build_log contains 'DATABASE_URL=' pattern (potential leak)","Reduce secret file count or split across services (1MB total cap)","Do not auto-rotate; require operator approval","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0306","env","Operator updates env var via dashboard","render.yaml value field is non-empty for sensitive key (potential leak)","Build with secret in env (sync:false), NOT in render.yaml value (CRITICAL)","Block deploy; require operator to set env var explicitly","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0307","env","Operator updates env var via dashboard","Dockerfile contains 'ENV <SECRET_NAME>' (leak in image layer)","Move secret out of Dockerfile ENV into runtime env (sync:false)","Pause affected service; alert operator with env var name","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0308","env","Operator updates env var via dashboard","git submodule requires auth AND no deploy key configured","Configure deploy key for private submodule; redeploy","Do not auto-rotate; require operator approval","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0309","env","Operator updates env var via Blueprint with sync:false - ignored on update","env_var_key exists in service config","Read value from env group; apply to service","Block deploy; require operator to set env var explicitly","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0310","env","Operator updates env var via Blueprint with sync:false - ignored on update","env_var_value is non-null AND non-empty","Mark service 'pending_redeploy' (env changed, needs deploy)","Pause affected service; alert operator with env var name","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0311","env","Operator updates env var via Blueprint with sync:false - ignored on update","env_var_key in render.yaml envVars list","Use fallback default; log a warning to runtime logs (don't crash)","Do not auto-rotate; require operator approval","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0312","env","Operator updates env var via Blueprint with sync:false - ignored on update","env_var_key with sync:false present in render.yaml","Crash on startup with clear 'missing env var' error; trigger rollback","Block deploy; require operator to set env var explicitly","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0313","env","Operator updates env var via Blueprint with sync:false - ignored on update","env_var_key with generateValue:true already initialized","Validate env var format (URL / key length); reject if invalid","Pause affected service; alert operator with env var name","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0314","env","Operator updates env var via Blueprint with sync:false - ignored on update","env_group_attached_to_service","Reject update; surface 'sync:false env var cannot be in update' to operator","Do not auto-rotate; require operator approval","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0315","env","Operator updates env var via Blueprint with sync:false - ignored on update","secret_file_path == '/etc/secrets/<filename>'","Migrate env var to env group (centralized management)","Block deploy; require operator to set env var explicitly","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0316","env","Operator updates env var via Blueprint with sync:false - ignored on update","secret_file_path uses Windows backslashes","Rotate secret; update env group; redeploy dependent services","Pause affected service; alert operator with env var name","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0317","env","Operator updates env var via Blueprint with sync:false - ignored on update","secret_combined_size_bytes <= 1MB","Delete .env / .env.production from repo (Render doesn't load them); rotate any leaked values","Do not auto-rotate; require operator approval","high","render.com/docs/configure-environment-variables; render.com/articles/how-render-handles-secrets-and-environment-variables"
"RS-0318","api","Agent calls POST /v1/services (create service)","API response status_code == 200","Treat response as success; update local state cache","Halt all API activity for this token; require operator review","medium","api-docs.render.com/reference/rate-limiting; render.com/docs/api"
"RS-0319","api","Agent calls POST /v1/services (create service)","API response status_code == 429 (rate limited)","Mark request 'rate_limited'; sleep until Ratelimit-Reset; retry with jitter","Page on-call; do not retry 5xx blindly past 3 attempts","medium","api-docs.render.com/reference/rate-limiting; render.com/docs/api"
