"id","category","trigger","condition","if_action","else_action","severity","source_doc"
"CO-0230","webhook","Operator creates a webhook subscription with webhook_url","webhook subscription includes composio.trigger.message (catch trigger events)","Return 410 Gone to stop delivery for permanently invalid URL","Do not process same delivery twice (idempotency check)","high","docs.composio.dev/docs/setting-up-triggers/subscribing-to-events; docs.composio.dev/reference/api-reference/webhook-subscriptions"
"CO-0231","webhook","Operator creates a webhook subscription with webhook_url","subscribe() over WebSocket used in production (anti-pattern - dev only)","Expose endpoint via tunnel (ngrok, cloudflared) for dev only","Do not use IP allowlist for Composio (outbound IPs are dynamic)","high","docs.composio.dev/docs/setting-up-triggers/subscribing-to-events; docs.composio.dev/reference/api-reference/webhook-subscriptions"
"CO-0232","webhook","Operator creates a webhook subscription with webhook_url","ngrok / cloudflared tunnel used (expose local handler for testing)","Production endpoint must be HTTPS with valid cert (no self-signed)","Page on-call; do not bypass signature check for any reason","high","docs.composio.dev/docs/setting-up-triggers/subscribing-to-events; docs.composio.dev/reference/api-reference/webhook-subscriptions"
"CO-0233","webhook","Operator lists available event types via /webhook_subscriptions/event_types","webhook_url is publicly reachable (HTTPS)","Enqueue payload and ACK within 100ms (Verify -> Enqueue -> ACK pattern)","Do not process payload with invalid signature (log + return 4xx)","high","docs.composio.dev/docs/setting-up-triggers/subscribing-to-events; docs.composio.dev/reference/api-reference/webhook-subscriptions"
"CO-0234","webhook","Operator lists available event types via /webhook_subscriptions/event_types","webhook_url is on localhost (cannot deliver)","Return 4xx if signature invalid (Composio won't retry, marks failed)","Do not process same delivery twice (idempotency check)","high","docs.composio.dev/docs/setting-up-triggers/subscribing-to-events; docs.composio.dev/reference/api-reference/webhook-subscriptions"
"CO-0235","webhook","Operator lists available event types via /webhook_subscriptions/event_types","webhook_url is behind IP allowlist (Composio's outbound IPs are dynamic)","Return 5xx on transient error (Composio retries with backoff)","Do not use IP allowlist for Composio (outbound IPs are dynamic)","high","docs.composio.dev/docs/setting-up-triggers/subscribing-to-events; docs.composio.dev/reference/api-reference/webhook-subscriptions"
"CO-0236","webhook","Operator lists available event types via /webhook_subscriptions/event_types","webhook_url returns 2xx (delivered)","Return 410 Gone to stop delivery for permanently invalid URL","Page on-call; do not bypass signature check for any reason","high","docs.composio.dev/docs/setting-up-triggers/subscribing-to-events; docs.composio.dev/reference/api-reference/webhook-subscriptions"
"CO-0237","webhook","Operator lists available event types via /webhook_subscriptions/event_types","webhook_url returns 4xx (rejected, no retry)","Expose endpoint via tunnel (ngrok, cloudflared) for dev only","Rotate secret immediately if leaked; audit past deliveries","high","docs.composio.dev/docs/setting-up-triggers/subscribing-to-events; docs.composio.dev/reference/api-reference/webhook-subscriptions"
"CO-0238","webhook","Operator lists available event types via /webhook_subscriptions/event_types","webhook_url returns 5xx (transient, retry with backoff)","Production endpoint must be HTTPS with valid cert (no self-signed)","Do not process payload with invalid signature (log + return 4xx)","high","docs.composio.dev/docs/setting-up-triggers/subscribing-to-events; docs.composio.dev/reference/api-reference/webhook-subscriptions"
"CO-0239","toolkits","Agent lists all available toolkits","toolkit slug exists in catalog (e.g. 'github', 'gmail', 'slack')","List toolkits; filter by name/slug","Page on-call; do not use a tool that returns 404 (slug wrong or deprecated)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0240","toolkits","Agent lists all available toolkits","tool slug matches SCREAMING_SNAKE_CASE pattern (e.g. GITHUB_CREATE_ISSUE)","Use the canonical SCREAMING_SNAKE_CASE slug (e.g. GITHUB_CREATE_ISSUE)","Do not pass too-broad tool list to agent (> 20, accuracy drops)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0241","toolkits","Agent lists all available toolkits","tool slug has wrong case (404 Tool not found per docs)","Fix case in tool slug (lowercase or mixed-case = 404)","Refuse to execute a tool with ambiguous schema (LLM may misinterpret)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0242","toolkits","Agent lists all available toolkits","tool input schema is JSON Schema compliant","Provide clear parameter descriptions to LLM (helps with complex schemas)","Page on-call; do not use a tool that returns 404 (slug wrong or deprecated)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0243","toolkits","Agent lists all available toolkits","tool input schema uses $ref / oneOf / anyOf (LLM may struggle)","Avoid $ref / oneOf / anyOf in tool schemas if possible (LLM accuracy)","Do not pass too-broad tool list to agent (> 20, accuracy drops)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0244","toolkits","Agent lists all available toolkits","tool input schema is too large (context window pressure)","Keep tool count <= 20 per session (per docs)","Refuse to execute a tool with ambiguous schema (LLM may misinterpret)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0245","toolkits","Agent lists all available toolkits","tool filter by toolkit returns <= 20 tools (good for accuracy)","Use use-case search to narrow the agent's tool list","Page on-call; do not use a tool that returns 404 (slug wrong or deprecated)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0246","toolkits","Agent lists all available toolkits","tool filter by toolkit returns > 20 tools (degrade accuracy, split sessions)","Pin toolkit version in SDK init for stable parsing","Do not pass too-broad tool list to agent (> 20, accuracy drops)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0247","toolkits","Agent lists all available toolkits","tool filter by use case (NL search) returns relevant results","Register custom tools with session (in-process) for local logic","Refuse to execute a tool with ambiguous schema (LLM may misinterpret)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0248","toolkits","Agent lists all available toolkits","tool filter by use case returns empty (query too narrow)","Report broken tool schema to Composio support","Page on-call; do not use a tool that returns 404 (slug wrong or deprecated)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0249","toolkits","Agent lists all available toolkits","tool filter by tag returns correct set","List toolkits; filter by name/slug","Do not pass too-broad tool list to agent (> 20, accuracy drops)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0250","toolkits","Agent lists all available toolkits","toolkit is enabled in session (session.toolkits includes it)","Use the canonical SCREAMING_SNAKE_CASE slug (e.g. GITHUB_CREATE_ISSUE)","Refuse to execute a tool with ambiguous schema (LLM may misinterpret)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0251","toolkits","Agent lists all available toolkits","toolkit is disabled in session (tools not discoverable)","Fix case in tool slug (lowercase or mixed-case = 404)","Page on-call; do not use a tool that returns 404 (slug wrong or deprecated)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0252","toolkits","Agent lists all available toolkits","tool version is 'latest' (default - may break across upgrades)","Provide clear parameter descriptions to LLM (helps with complex schemas)","Do not pass too-broad tool list to agent (> 20, accuracy drops)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0253","toolkits","Agent lists all available toolkits","tool version is pinned (stable parsing)","Avoid $ref / oneOf / anyOf in tool schemas if possible (LLM accuracy)","Refuse to execute a tool with ambiguous schema (LLM may misinterpret)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0254","toolkits","Agent lists all available toolkits","custom tool is registered to session (in-process execution)","Keep tool count <= 20 per session (per docs)","Page on-call; do not use a tool that returns 404 (slug wrong or deprecated)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0255","toolkits","Agent lists all available toolkits","custom toolkit is registered to session","Use use-case search to narrow the agent's tool list","Do not pass too-broad tool list to agent (> 20, accuracy drops)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0256","toolkits","Agent lists all available toolkits","tool definition is missing parameters (broken schema - report to Composio)","Pin toolkit version in SDK init for stable parsing","Refuse to execute a tool with ambiguous schema (LLM may misinterpret)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0257","toolkits","Agent searches tools by use case (natural language)","toolkit slug exists in catalog (e.g. 'github', 'gmail', 'slack')","Use the canonical SCREAMING_SNAKE_CASE slug (e.g. GITHUB_CREATE_ISSUE)","Page on-call; do not use a tool that returns 404 (slug wrong or deprecated)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0258","toolkits","Agent searches tools by use case (natural language)","tool slug matches SCREAMING_SNAKE_CASE pattern (e.g. GITHUB_CREATE_ISSUE)","Fix case in tool slug (lowercase or mixed-case = 404)","Do not pass too-broad tool list to agent (> 20, accuracy drops)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0259","toolkits","Agent searches tools by use case (natural language)","tool slug has wrong case (404 Tool not found per docs)","Provide clear parameter descriptions to LLM (helps with complex schemas)","Refuse to execute a tool with ambiguous schema (LLM may misinterpret)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0260","toolkits","Agent searches tools by use case (natural language)","tool input schema is JSON Schema compliant","Avoid $ref / oneOf / anyOf in tool schemas if possible (LLM accuracy)","Page on-call; do not use a tool that returns 404 (slug wrong or deprecated)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0261","toolkits","Agent searches tools by use case (natural language)","tool input schema uses $ref / oneOf / anyOf (LLM may struggle)","Keep tool count <= 20 per session (per docs)","Do not pass too-broad tool list to agent (> 20, accuracy drops)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0262","toolkits","Agent searches tools by use case (natural language)","tool input schema is too large (context window pressure)","Use use-case search to narrow the agent's tool list","Refuse to execute a tool with ambiguous schema (LLM may misinterpret)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0263","toolkits","Agent searches tools by use case (natural language)","tool filter by toolkit returns <= 20 tools (good for accuracy)","Pin toolkit version in SDK init for stable parsing","Page on-call; do not use a tool that returns 404 (slug wrong or deprecated)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0264","toolkits","Agent searches tools by use case (natural language)","tool filter by toolkit returns > 20 tools (degrade accuracy, split sessions)","Register custom tools with session (in-process) for local logic","Do not pass too-broad tool list to agent (> 20, accuracy drops)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0265","toolkits","Agent searches tools by use case (natural language)","tool filter by use case (NL search) returns relevant results","Report broken tool schema to Composio support","Refuse to execute a tool with ambiguous schema (LLM may misinterpret)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0266","toolkits","Agent searches tools by use case (natural language)","tool filter by use case returns empty (query too narrow)","List toolkits; filter by name/slug","Page on-call; do not use a tool that returns 404 (slug wrong or deprecated)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0267","toolkits","Agent searches tools by use case (natural language)","tool filter by tag returns correct set","Use the canonical SCREAMING_SNAKE_CASE slug (e.g. GITHUB_CREATE_ISSUE)","Do not pass too-broad tool list to agent (> 20, accuracy drops)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0268","toolkits","Agent searches tools by use case (natural language)","toolkit is enabled in session (session.toolkits includes it)","Fix case in tool slug (lowercase or mixed-case = 404)","Refuse to execute a tool with ambiguous schema (LLM may misinterpret)","low","docs.composio.dev/docs; docs.composio.dev/reference; docs.composio.dev/content/the-guide-to-mcp-i-never-had"
"CO-0269","mcp","MCP client initializes against Composio Tool Router MCP server","MCP client initializes against Tool Router endpoint (handshake OK)","Initialize MCP client against Tool Router endpoint; discover tools on demand","Page on-call; do not silently reconnect SSE if leak is detected","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0270","mcp","MCP client initializes against Composio Tool Router MCP server","MCP client initialize fails (version negotiation error)","Keep tool count <= 20 for accuracy; split into multiple servers if needed","Refuse to load > 100 tools in one MCP server (token blow-up)","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0271","mcp","MCP client initializes against Composio Tool Router MCP server","MCP list_tools returns <= 20 tools (good)","Handle async tool calls (long-running -> use webhook pattern)","Do not block on slow MCP call (use async / streaming pattern)","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0272","mcp","MCP client initializes against Composio Tool Router MCP server","MCP list_tools returns > 100 tools (token blow-up risk)","Fetch presigned file URL within 1h TTL (default per changelog)","Page on-call; do not silently reconnect SSE if leak is detected","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0273","mcp","MCP client initializes against Composio Tool Router MCP server","MCP call_tool executes synchronously and returns in < 1 min","Maintain SSE connection lifecycle (close on client disconnect)","Refuse to load > 100 tools in one MCP server (token blow-up)","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0274","mcp","MCP client initializes against Composio Tool Router MCP server","MCP call_tool times out (long-running upstream, may need async pattern)","Simplify complex tool schemas (split into multiple tools, use examples)","Do not block on slow MCP call (use async / streaming pattern)","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0275","mcp","MCP client initializes against Composio Tool Router MCP server","MCP call_tool returns presigned file URL (1h TTL)","Add examples in tool descriptions to guide LLM usage","Page on-call; do not silently reconnect SSE if leak is detected","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0276","mcp","MCP client initializes against Composio Tool Router MCP server","MCP server emits SSE events (long-lived connection)","Use MCP resources / prompts (in addition to tools) for context","Refuse to load > 100 tools in one MCP server (token blow-up)","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0277","mcp","MCP client initializes against Composio Tool Router MCP server","MCP server SSE connection leaks (no close on client disconnect)","Initialize MCP client against Tool Router endpoint; discover tools on demand","Do not block on slow MCP call (use async / streaming pattern)","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0278","mcp","MCP client initializes against Composio Tool Router MCP server","MCP tool schema is simple (LLM-friendly)","Keep tool count <= 20 for accuracy; split into multiple servers if needed","Page on-call; do not silently reconnect SSE if leak is detected","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0279","mcp","MCP client initializes against Composio Tool Router MCP server","MCP tool schema is complex (LLM flaky - simplify or guide with examples)","Handle async tool calls (long-running -> use webhook pattern)","Refuse to load > 100 tools in one MCP server (token blow-up)","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0280","mcp","MCP client initializes against Composio Tool Router MCP server","MCP resources / prompts are exposed (in addition to tools)","Fetch presigned file URL within 1h TTL (default per changelog)","Do not block on slow MCP call (use async / streaming pattern)","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0281","mcp","MCP client initializes against Composio Tool Router MCP server","MCP client doesn't release resources on disconnect (server memory leak)","Maintain SSE connection lifecycle (close on client disconnect)","Page on-call; do not silently reconnect SSE if leak is detected","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0282","mcp","MCP client initializes against Composio Tool Router MCP server","MCP request originates from Claude Code / Cursor / VS Code / etc.","Simplify complex tool schemas (split into multiple tools, use examples)","Refuse to load > 100 tools in one MCP server (token blow-up)","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0283","mcp","MCP list_tools returns > 100 tools (token blow-up)","MCP client initializes against Tool Router endpoint (handshake OK)","Keep tool count <= 20 for accuracy; split into multiple servers if needed","Page on-call; do not silently reconnect SSE if leak is detected","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0284","mcp","MCP list_tools returns > 100 tools (token blow-up)","MCP client initialize fails (version negotiation error)","Handle async tool calls (long-running -> use webhook pattern)","Refuse to load > 100 tools in one MCP server (token blow-up)","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0285","mcp","MCP list_tools returns > 100 tools (token blow-up)","MCP list_tools returns <= 20 tools (good)","Fetch presigned file URL within 1h TTL (default per changelog)","Do not block on slow MCP call (use async / streaming pattern)","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0286","mcp","MCP list_tools returns > 100 tools (token blow-up)","MCP list_tools returns > 100 tools (token blow-up risk)","Maintain SSE connection lifecycle (close on client disconnect)","Page on-call; do not silently reconnect SSE if leak is detected","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0287","mcp","MCP list_tools returns > 100 tools (token blow-up)","MCP call_tool executes synchronously and returns in < 1 min","Simplify complex tool schemas (split into multiple tools, use examples)","Refuse to load > 100 tools in one MCP server (token blow-up)","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0288","mcp","MCP list_tools returns > 100 tools (token blow-up)","MCP call_tool times out (long-running upstream, may need async pattern)","Add examples in tool descriptions to guide LLM usage","Do not block on slow MCP call (use async / streaming pattern)","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0289","mcp","MCP list_tools returns > 100 tools (token blow-up)","MCP call_tool returns presigned file URL (1h TTL)","Use MCP resources / prompts (in addition to tools) for context","Page on-call; do not silently reconnect SSE if leak is detected","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0290","mcp","MCP list_tools returns > 100 tools (token blow-up)","MCP server emits SSE events (long-lived connection)","Initialize MCP client against Tool Router endpoint; discover tools on demand","Refuse to load > 100 tools in one MCP server (token blow-up)","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0291","mcp","MCP list_tools returns > 100 tools (token blow-up)","MCP server SSE connection leaks (no close on client disconnect)","Keep tool count <= 20 for accuracy; split into multiple servers if needed","Do not block on slow MCP call (use async / streaming pattern)","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0292","mcp","MCP list_tools returns > 100 tools (token blow-up)","MCP tool schema is simple (LLM-friendly)","Handle async tool calls (long-running -> use webhook pattern)","Page on-call; do not silently reconnect SSE if leak is detected","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0293","mcp","MCP list_tools returns > 100 tools (token blow-up)","MCP tool schema is complex (LLM flaky - simplify or guide with examples)","Fetch presigned file URL within 1h TTL (default per changelog)","Refuse to load > 100 tools in one MCP server (token blow-up)","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0294","mcp","MCP list_tools returns > 100 tools (token blow-up)","MCP resources / prompts are exposed (in addition to tools)","Maintain SSE connection lifecycle (close on client disconnect)","Do not block on slow MCP call (use async / streaming pattern)","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0295","mcp","MCP list_tools returns > 100 tools (token blow-up)","MCP client doesn't release resources on disconnect (server memory leak)","Simplify complex tool schemas (split into multiple tools, use examples)","Page on-call; do not silently reconnect SSE if leak is detected","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0296","mcp","MCP list_tools returns > 100 tools (token blow-up)","MCP request originates from Claude Code / Cursor / VS Code / etc.","Add examples in tool descriptions to guide LLM usage","Refuse to load > 100 tools in one MCP server (token blow-up)","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0297","mcp","MCP call_tool returns a presigned file URL (1h TTL)","MCP client initializes against Tool Router endpoint (handshake OK)","Handle async tool calls (long-running -> use webhook pattern)","Page on-call; do not silently reconnect SSE if leak is detected","medium","docs.composio.dev/content/the-guide-to-mcp-i-never-had; docs.composio.dev/docs (MCP / Tool Router)"
"CO-0298","proxy","Agent calls session.proxyExecute() with relative endpoint","proxy endpoint is relative (preferred - resolved against base URL)","Use relative endpoint (resolved against base URL)","Page on-call; do not bypass the cross-domain URL check","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
"CO-0299","proxy","Agent calls session.proxyExecute() with relative endpoint","proxy endpoint is same-registrable-domain cross-subdomain (allowed)","Use same-registrable-domain cross-subdomain URL (allowed)","Do not set Authorization header in parameters (Composio injects)","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
"CO-0300","proxy","Agent calls session.proxyExecute() with relative endpoint","proxy endpoint is cross-domain (rejected per docs)","Use cross-domain URL (rejected - use a different proxy or direct call)","Do not auto-retry proxy on 4xx (likely code bug, not transient)","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
"CO-0301","proxy","Agent calls session.proxyExecute() with relative endpoint","proxy endpoint scheme differs from base URL (rejected - http vs https)","Do NOT set Authorization header in parameters (Composio injects)","Page on-call; do not bypass the cross-domain URL check","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
"CO-0302","proxy","Agent calls session.proxyExecute() with relative endpoint","proxy endpoint is absolute URL to different domain (rejected)","Branch on response.status (proxy returns upstream verbatim)","Do not set Authorization header in parameters (Composio injects)","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
"CO-0303","proxy","Agent calls session.proxyExecute() with relative endpoint","proxy request includes Authorization header in parameters (overrides - 401)","Honor upstream Retry-After (Composio doesn't auto-retry)","Do not auto-retry proxy on 4xx (likely code bug, not transient)","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
"CO-0304","proxy","Agent calls session.proxyExecute() with relative endpoint","proxy request does NOT include Authorization (Composio injects correctly)","Parse JSON body; fallback to raw string for non-JSON","Page on-call; do not bypass the cross-domain URL check","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
"CO-0305","proxy","Agent calls session.proxyExecute() with relative endpoint","proxy response.status is 2xx (success)","Preserve response headers for client logic (rate limits, etc.)","Do not set Authorization header in parameters (Composio injects)","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
"CO-0306","proxy","Agent calls session.proxyExecute() with relative endpoint","proxy response.status is 4xx (client error - check endpoint / params)","Use relative endpoint (resolved against base URL)","Do not auto-retry proxy on 4xx (likely code bug, not transient)","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
"CO-0307","proxy","Agent calls session.proxyExecute() with relative endpoint","proxy response.status is 401 (token expired - re-auth)","Use same-registrable-domain cross-subdomain URL (allowed)","Page on-call; do not bypass the cross-domain URL check","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
"CO-0308","proxy","Agent calls session.proxyExecute() with relative endpoint","proxy response.status is 403 (insufficient scopes)","Use cross-domain URL (rejected - use a different proxy or direct call)","Do not set Authorization header in parameters (Composio injects)","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
"CO-0309","proxy","Agent calls session.proxyExecute() with relative endpoint","proxy response.status is 429 (upstream rate limit - honor Retry-After)","Do NOT set Authorization header in parameters (Composio injects)","Do not auto-retry proxy on 4xx (likely code bug, not transient)","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
"CO-0310","proxy","Agent calls session.proxyExecute() with relative endpoint","proxy response.status is 5xx (transient - retry per SDK)","Branch on response.status (proxy returns upstream verbatim)","Page on-call; do not bypass the cross-domain URL check","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
"CO-0311","proxy","Agent calls session.proxyExecute() with relative endpoint","proxy response body is JSON (parsed)","Honor upstream Retry-After (Composio doesn't auto-retry)","Do not set Authorization header in parameters (Composio injects)","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
"CO-0312","proxy","Agent calls session.proxyExecute() with relative endpoint","proxy response body is non-JSON (raw string, no parse)","Parse JSON body; fallback to raw string for non-JSON","Do not auto-retry proxy on 4xx (likely code bug, not transient)","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
"CO-0313","proxy","Agent calls session.proxyExecute() with relative endpoint","proxy response headers preserved (for client logic)","Preserve response headers for client logic (rate limits, etc.)","Page on-call; do not bypass the cross-domain URL check","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
"CO-0314","proxy","Agent calls session.proxyExecute() with relative endpoint","Composio doesn't auto-retry proxy (per docs)","Use relative endpoint (resolved against base URL)","Do not set Authorization header in parameters (Composio injects)","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
"CO-0315","proxy","Agent calls session.proxyExecute() with cross-subdomain URL (allowed if same registrable domain)","proxy endpoint is relative (preferred - resolved against base URL)","Use same-registrable-domain cross-subdomain URL (allowed)","Page on-call; do not bypass the cross-domain URL check","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
"CO-0316","proxy","Agent calls session.proxyExecute() with cross-subdomain URL (allowed if same registrable domain)","proxy endpoint is same-registrable-domain cross-subdomain (allowed)","Use cross-domain URL (rejected - use a different proxy or direct call)","Do not set Authorization header in parameters (Composio injects)","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
"CO-0317","proxy","Agent calls session.proxyExecute() with cross-subdomain URL (allowed if same registrable domain)","proxy endpoint is cross-domain (rejected per docs)","Do NOT set Authorization header in parameters (Composio injects)","Do not auto-retry proxy on 4xx (likely code bug, not transient)","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
"CO-0318","proxy","Agent calls session.proxyExecute() with cross-subdomain URL (allowed if same registrable domain)","proxy endpoint scheme differs from base URL (rejected - http vs https)","Branch on response.status (proxy returns upstream verbatim)","Page on-call; do not bypass the cross-domain URL check","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
"CO-0319","proxy","Agent calls session.proxyExecute() with cross-subdomain URL (allowed if same registrable domain)","proxy endpoint is absolute URL to different domain (rejected)","Honor upstream Retry-After (Composio doesn't auto-retry)","Do not set Authorization header in parameters (Composio injects)","medium","docs.composio.dev/docs/extending-sessions/proxy-execute"
