"id","category","trigger","condition","if_action","else_action","severity","source_doc"
"GH-0222","pages","GitHub Pages build is triggered by push to configured source branch","static site build succeeds (no broken internal links checked)","Add 404.html to publishDir (custom 404 served)","Page on-call; do not auto-publish if cert provisioning fails","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0223","pages","GitHub Pages build is triggered by push to configured source branch","CNAME file exists in publishing source and matches custom domain","Add CNAME file with custom domain (one line, no protocol)","Block deploy; require operator to fix Jekyll / theme / domain config","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0224","pages","GitHub Pages build is triggered by push to configured source branch","DNS A record for custom domain points to GitHub Pages IPs","Set DNS A record to GitHub Pages IPs (185.199.108.153-156)","Page on-call; do not auto-publish if cert provisioning fails","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0225","pages","GitHub Pages build is triggered by push to configured source branch","DNS CNAME for www custom domain points to <org>.github.io","Set DNS CNAME www to <org>.github.io","Block deploy; require operator to fix Jekyll / theme / domain config","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0226","pages","GitHub Pages build is triggered by push to configured source branch","DNS propagated globally (TTL elapsed)","Wait for DNS propagation; poll; alert when propagated","Page on-call; do not auto-publish if cert provisioning fails","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0227","pages","GitHub Pages build is triggered by push to configured source branch","HTTPS enforced (Settings -> Pages -> Enforce HTTPS) - no mixed content","Wait for HTTPS cert provisioning; surface if pending > 1h","Block deploy; require operator to fix Jekyll / theme / domain config","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0228","pages","GitHub Pages build is triggered by push to configured source branch","Let's Encrypt cert provisioning pending (<= 1h typically)","Remove CAA record that blocks letsencrypt.org; or add allow","Page on-call; do not auto-publish if cert provisioning fails","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0229","pages","GitHub Pages build is triggered by push to configured source branch","CAA record for domain does NOT exclude letsencrypt.org (cert issues)","Wait for cert auto-renewal; surface if failed","Block deploy; require operator to fix Jekyll / theme / domain config","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0230","pages","GitHub Pages build is triggered by push to configured source branch","cert auto-renewal attempted 30 days before expiry","Enable 'Enforce HTTPS' in Pages settings","Page on-call; do not auto-publish if cert provisioning fails","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0231","pages","GitHub Pages build is triggered by push to configured source branch","Pages repo is public on Free plan (allowed)","Upgrade repo to Pro/Team/Enterprise for private Pages","Block deploy; require operator to fix Jekyll / theme / domain config","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0232","pages","GitHub Pages build is triggered by push to configured source branch","Pages repo is private on Free plan (NOT allowed - need Pro+ for private)","Configure publishing source (branch + directory)","Page on-call; do not auto-publish if cert provisioning fails","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0233","pages","GitHub Pages build is triggered by push to configured source branch","Pages build triggered by workflow (jekyll build step in Actions)","Replace unsupported plugin with standard alternative","Block deploy; require operator to fix Jekyll / theme / domain config","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0234","pages","GitHub Pages build is triggered by push to configured source branch","Pages build triggered by push to source branch (auto)","Build with Actions workflow (custom Jekyll build, etc.)","Page on-call; do not auto-publish if cert provisioning fails","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0235","pages","GitHub Pages build is triggered by push to configured source branch","Pages build triggered by GITHUB_TOKEN push (NOT - by design, prevents infinite loops)","Compress images / files (Pages has 10MB file size limit, 100MB repo soft cap)","Block deploy; require operator to fix Jekyll / theme / domain config","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0236","pages","GitHub Pages build is triggered by push to configured source branch","site uses unsupported Jekyll plugin (build skipped or warned)","Publish site; verify via <user>.github.io URL","Page on-call; do not auto-publish if cert provisioning fails","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0237","pages","GitHub Pages build is triggered by push to configured source branch","site has 404.html in publishDir (custom 404 served)","Surface Jekyll build error to operator; suggest fix","Block deploy; require operator to fix Jekyll / theme / domain config","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0238","pages","GitHub Pages build is triggered by push to configured source branch","site has 10MB file in publishDir (Pages has file size limit)","Install missing theme gem (Gemfile + bundle install)","Page on-call; do not auto-publish if cert provisioning fails","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0239","pages","GitHub Pages build is triggered by workflow (jekyll etc.)","publishing_source branch exists (main, gh-pages, or /docs)","Surface Jekyll build error to operator; suggest fix","Block deploy; require operator to fix Jekyll / theme / domain config","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0240","pages","GitHub Pages build is triggered by workflow (jekyll etc.)","publishing_source directory exists (root, /docs, or custom workflow output)","Install missing theme gem (Gemfile + bundle install)","Page on-call; do not auto-publish if cert provisioning fails","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0241","pages","GitHub Pages build is triggered by workflow (jekyll etc.)","Jekyll build succeeds (no liquid errors, theme gem present)","Add 404.html to publishDir (custom 404 served)","Block deploy; require operator to fix Jekyll / theme / domain config","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0242","pages","GitHub Pages build is triggered by workflow (jekyll etc.)","static site build succeeds (no broken internal links checked)","Add CNAME file with custom domain (one line, no protocol)","Page on-call; do not auto-publish if cert provisioning fails","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0243","pages","GitHub Pages build is triggered by workflow (jekyll etc.)","CNAME file exists in publishing source and matches custom domain","Set DNS A record to GitHub Pages IPs (185.199.108.153-156)","Block deploy; require operator to fix Jekyll / theme / domain config","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0244","pages","GitHub Pages build is triggered by workflow (jekyll etc.)","DNS A record for custom domain points to GitHub Pages IPs","Set DNS CNAME www to <org>.github.io","Page on-call; do not auto-publish if cert provisioning fails","low","docs.github.com/en/pages/configuring-github-pages-with-a-custom-domain; docs.github.com/en/pages/getting-started-with-github-pages"
"GH-0245","codespaces","A codespace is created for a prebuild-enabled branch","prebuild configuration exists for branch (Settings -> Codespaces -> Prebuilds)","Create codespace from prebuild (fast)","Surface spending limit; require operator to increase limit or wait","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0246","codespaces","A codespace is created for a prebuild-enabled branch","prebuild configuration includes user's region (else 'Prebuild Ready' not shown)","Create codespace without prebuild (slower, rebuild on first run)","Page on-call; do not auto-create codespace if prebuild fails silently","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0247","codespaces","A codespace is created for a prebuild-enabled branch","devcontainer.json changed recently -> prebuild workflow running (label removed temporarily)","Wait for prebuild workflow to complete; then retry codespace creation","Surface spending limit; require operator to increase limit or wait","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0248","codespaces","A codespace is created for a prebuild-enabled branch","prebuild workflow run succeeded in last push (label visible)","Reduce prebuild scope: trigger only on dev container config change","Page on-call; do not auto-create codespace if prebuild fails silently","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0249","codespaces","A codespace is created for a prebuild-enabled branch","prebuild workflow run failed (label not visible, codespace created without prebuild)","Increase spending limit (Settings -> Codespaces -> Spending limit)","Surface spending limit; require operator to increase limit or wait","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0250","codespaces","A codespace is created for a prebuild-enabled branch","spending limit reached (prebuild workflows fail, codespace creation blocked)","Choose different machine type (smaller, available capacity)","Page on-call; do not auto-create codespace if prebuild fails silently","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0251","codespaces","A codespace is created for a prebuild-enabled branch","devcontainer.json references other repos requiring permissions (not authorized)","Disable prebuild optimization (always rebuild on failure)","Surface spending limit; require operator to increase limit or wait","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0252","codespaces","A codespace is created for a prebuild-enabled branch","user has access to codespace (org member, repo collaborator)","Authorize dev container permissions for the prebuild","Page on-call; do not auto-create codespace if prebuild fails silently","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0253","codespaces","A codespace is created for a prebuild-enabled branch","machine type has capacity available (2-core, 4-core, 8-core, 16-core, 32-core)","Re-create codespace (fresh container, no leftover state)","Surface spending limit; require operator to increase limit or wait","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0254","codespaces","A codespace is created for a prebuild-enabled branch","codespace idle > 30 min (auto-stop triggered)","Idle codespace will auto-stop after 30 min (default)","Page on-call; do not auto-create codespace if prebuild fails silently","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0255","codespaces","A codespace is created for a prebuild-enabled branch","codespace retention period exceeded (default 30 days, deleted)","Re-create codespace after retention expiry (default 30 days)","Surface spending limit; require operator to increase limit or wait","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0256","codespaces","A codespace is created for a prebuild-enabled branch","prebuild optimization enabled (use previous prebuild on latest failure)","Make dotfiles repo public or grant access","Page on-call; do not auto-create codespace if prebuild fails silently","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0257","codespaces","A codespace is created for a prebuild-enabled branch","prebuild optimization disabled (always rebuild on failure)","Create codespace from prebuild (fast)","Surface spending limit; require operator to increase limit or wait","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0258","codespaces","A codespace is created for a prebuild-enabled branch","dotfiles repo is private and unreadable (skip dotfiles)","Create codespace without prebuild (slower, rebuild on first run)","Page on-call; do not auto-create codespace if prebuild fails silently","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0259","codespaces","A codespace is created for a prebuild-enabled branch","dotfiles repo is public and contains install.sh (run on creation)","Wait for prebuild workflow to complete; then retry codespace creation","Surface spending limit; require operator to increase limit or wait","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0260","codespaces","Prebuild workflow run is triggered (push to prebuild branch)","prebuild configuration exists for branch (Settings -> Codespaces -> Prebuilds)","Create codespace without prebuild (slower, rebuild on first run)","Surface spending limit; require operator to increase limit or wait","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0261","codespaces","Prebuild workflow run is triggered (push to prebuild branch)","prebuild configuration includes user's region (else 'Prebuild Ready' not shown)","Wait for prebuild workflow to complete; then retry codespace creation","Page on-call; do not auto-create codespace if prebuild fails silently","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0262","codespaces","Prebuild workflow run is triggered (push to prebuild branch)","devcontainer.json changed recently -> prebuild workflow running (label removed temporarily)","Reduce prebuild scope: trigger only on dev container config change","Surface spending limit; require operator to increase limit or wait","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0263","codespaces","Prebuild workflow run is triggered (push to prebuild branch)","prebuild workflow run succeeded in last push (label visible)","Increase spending limit (Settings -> Codespaces -> Spending limit)","Page on-call; do not auto-create codespace if prebuild fails silently","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0264","codespaces","Prebuild workflow run is triggered (push to prebuild branch)","prebuild workflow run failed (label not visible, codespace created without prebuild)","Choose different machine type (smaller, available capacity)","Surface spending limit; require operator to increase limit or wait","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0265","codespaces","Prebuild workflow run is triggered (push to prebuild branch)","spending limit reached (prebuild workflows fail, codespace creation blocked)","Disable prebuild optimization (always rebuild on failure)","Page on-call; do not auto-create codespace if prebuild fails silently","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0266","codespaces","Prebuild workflow run is triggered (push to prebuild branch)","devcontainer.json references other repos requiring permissions (not authorized)","Authorize dev container permissions for the prebuild","Surface spending limit; require operator to increase limit or wait","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0267","codespaces","Prebuild workflow run is triggered (push to prebuild branch)","user has access to codespace (org member, repo collaborator)","Re-create codespace (fresh container, no leftover state)","Page on-call; do not auto-create codespace if prebuild fails silently","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0268","codespaces","Prebuild workflow run is triggered (push to prebuild branch)","machine type has capacity available (2-core, 4-core, 8-core, 16-core, 32-core)","Idle codespace will auto-stop after 30 min (default)","Surface spending limit; require operator to increase limit or wait","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0269","codespaces","Prebuild workflow run is triggered (push to prebuild branch)","codespace idle > 30 min (auto-stop triggered)","Re-create codespace after retention expiry (default 30 days)","Page on-call; do not auto-create codespace if prebuild fails silently","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0270","codespaces","Prebuild workflow run is triggered (push to prebuild branch)","codespace retention period exceeded (default 30 days, deleted)","Make dotfiles repo public or grant access","Surface spending limit; require operator to increase limit or wait","low","docs.github.com/en/codespaces/troubleshooting/troubleshooting-prebuilds; docs.github.com/en/codespaces/prebuilding-your-codespaces"
"GH-0271","issues","A new issue is opened","issue is opened with title + body","Open issue; assign label; add to project board","Surface @mention to team; do not auto-close issues without human review","low","docs.github.com/en/issues"
"GH-0272","issues","A new issue is opened","issue has 'security' label (private visibility in private repo)","Open issue privately in private repo (visible to collaborators only)","Page on-call if security label applied (potential vuln disclosure)","low","docs.github.com/en/issues"
"GH-0273","issues","A new issue is opened","PR has 'do-not-merge' label (status check considers it blocking if configured)","Add comment to PR; mark as ready for review","Surface @mention to team; do not auto-close issues without human review","low","docs.github.com/en/issues"
"GH-0274","issues","A new issue is opened","comment author is a bot (e.g. dependabot[bot], renovate[bot])","Add bot response (e.g. dependabot, stale bot)","Page on-call if security label applied (potential vuln disclosure)","low","docs.github.com/en/issues"
"GH-0275","issues","A new issue is opened","comment @mentions a team (notifications fan out to all team members)","Send @-mention notification (team gets one notification, not per-member)","Surface @mention to team; do not auto-close issues without human review","low","docs.github.com/en/issues"
"GH-0276","issues","A new issue is opened","issue is assigned to user without write access (assignment fails silently or errors)","Assign issue; if user lacks write access, surface to operator","Page on-call if security label applied (potential vuln disclosure)","low","docs.github.com/en/issues"
"GH-0277","issues","A new issue is opened","issue is closed (stale bot after N days)","Close issue (stale bot after N days of inactivity)","Surface @mention to team; do not auto-close issues without human review","low","docs.github.com/en/issues"
"GH-0278","issues","A new issue is opened","issue is reopened (state: open again)","Reopen issue; clear resolution state","Page on-call if security label applied (potential vuln disclosure)","low","docs.github.com/en/issues"
"GH-0279","issues","An issue is labeled with 'security' (private repo)","issue is opened with title + body","Open issue privately in private repo (visible to collaborators only)","Surface @mention to team; do not auto-close issues without human review","low","docs.github.com/en/issues"
"GH-0280","issues","An issue is labeled with 'security' (private repo)","issue has 'security' label (private visibility in private repo)","Add comment to PR; mark as ready for review","Page on-call if security label applied (potential vuln disclosure)","low","docs.github.com/en/issues"
"GH-0281","issues","An issue is labeled with 'security' (private repo)","PR has 'do-not-merge' label (status check considers it blocking if configured)","Add bot response (e.g. dependabot, stale bot)","Surface @mention to team; do not auto-close issues without human review","low","docs.github.com/en/issues"
"GH-0282","issues","An issue is labeled with 'security' (private repo)","comment author is a bot (e.g. dependabot[bot], renovate[bot])","Send @-mention notification (team gets one notification, not per-member)","Page on-call if security label applied (potential vuln disclosure)","low","docs.github.com/en/issues"
"GH-0283","issues","An issue is labeled with 'security' (private repo)","comment @mentions a team (notifications fan out to all team members)","Assign issue; if user lacks write access, surface to operator","Surface @mention to team; do not auto-close issues without human review","low","docs.github.com/en/issues"
"GH-0284","issues","An issue is labeled with 'security' (private repo)","issue is assigned to user without write access (assignment fails silently or errors)","Close issue (stale bot after N days of inactivity)","Page on-call if security label applied (potential vuln disclosure)","low","docs.github.com/en/issues"
"GH-0285","issues","An issue is labeled with 'security' (private repo)","issue is closed (stale bot after N days)","Reopen issue; clear resolution state","Surface @mention to team; do not auto-close issues without human review","low","docs.github.com/en/issues"
"GH-0286","issues","An issue is labeled with 'security' (private repo)","issue is reopened (state: open again)","Open issue; assign label; add to project board","Page on-call if security label applied (potential vuln disclosure)","low","docs.github.com/en/issues"
"GH-0287","issues","A PR is labeled with 'do-not-merge'","issue is opened with title + body","Add comment to PR; mark as ready for review","Surface @mention to team; do not auto-close issues without human review","low","docs.github.com/en/issues"
"GH-0288","issues","A PR is labeled with 'do-not-merge'","issue has 'security' label (private visibility in private repo)","Add bot response (e.g. dependabot, stale bot)","Page on-call if security label applied (potential vuln disclosure)","low","docs.github.com/en/issues"
"GH-0289","issues","A PR is labeled with 'do-not-merge'","PR has 'do-not-merge' label (status check considers it blocking if configured)","Send @-mention notification (team gets one notification, not per-member)","Surface @mention to team; do not auto-close issues without human review","low","docs.github.com/en/issues"
"GH-0290","issues","A PR is labeled with 'do-not-merge'","comment author is a bot (e.g. dependabot[bot], renovate[bot])","Assign issue; if user lacks write access, surface to operator","Page on-call if security label applied (potential vuln disclosure)","low","docs.github.com/en/issues"
"GH-0291","issues","A PR is labeled with 'do-not-merge'","comment @mentions a team (notifications fan out to all team members)","Close issue (stale bot after N days of inactivity)","Surface @mention to team; do not auto-close issues without human review","low","docs.github.com/en/issues"
"GH-0292","issues","A PR is labeled with 'do-not-merge'","issue is assigned to user without write access (assignment fails silently or errors)","Reopen issue; clear resolution state","Page on-call if security label applied (potential vuln disclosure)","low","docs.github.com/en/issues"
"GH-0293","issues","A PR is labeled with 'do-not-merge'","issue is closed (stale bot after N days)","Open issue; assign label; add to project board","Surface @mention to team; do not auto-close issues without human review","low","docs.github.com/en/issues"
"GH-0294","issues","A PR is labeled with 'do-not-merge'","issue is reopened (state: open again)","Open issue privately in private repo (visible to collaborators only)","Page on-call if security label applied (potential vuln disclosure)","low","docs.github.com/en/issues"
"GH-0295","issues","A bot comments on a PR (e.g. dependabot, renovate)","issue is opened with title + body","Add bot response (e.g. dependabot, stale bot)","Surface @mention to team; do not auto-close issues without human review","low","docs.github.com/en/issues"
"GH-0296","release","A git tag is pushed matching release pattern v*","tag matches release pattern (e.g. v*)","Publish release; trigger downstream release workflows","Block release publish; require sign-off on version bump","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0297","release","A git tag is pushed matching release pattern v*","release is published (not draft, not pre-release)","Save as draft; do not trigger public events","Page on-call; do not auto-publish if tag is unsigned","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0298","release","A git tag is pushed matching release pattern v*","release is draft (only visible to collaborators with write)","Mark as pre-release; visible but flagged","Block release publish; require sign-off on version bump","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0299","release","A git tag is pushed matching release pattern v*","release is pre-release (visible to all but flagged)","Upload release assets (binaries, checksums, signatures)","Page on-call; do not auto-publish if tag is unsigned","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0300","release","A git tag is pushed matching release pattern v*","release assets uploaded (binary tarball, etc.)","Use semver tag (v1.2.3); workflows can use tag for version","Block release publish; require sign-off on version bump","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0301","release","A git tag is pushed matching release pattern v*","release has semantic version (semver) - major.minor.patch","Sign tag (GPG/SSH) - required for some workflows","Page on-call; do not auto-publish if tag is unsigned","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0302","release","A git tag is pushed matching release pattern v*","release event matches workflow trigger (published vs released vs prereleased)","Edit release notes (description, assets)","Block release publish; require sign-off on version bump","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0303","release","A git tag is pushed matching release pattern v*","tag is signed (GPG/SSH) - required by some workflows","Publish release; trigger downstream release workflows","Page on-call; do not auto-publish if tag is unsigned","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0304","release","A git tag is pushed matching release pattern v*","tag is unsigned (some workflows require signed releases)","Save as draft; do not trigger public events","Block release publish; require sign-off on version bump","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0305","release","A GitHub Release is published (draft / pre-release)","tag matches release pattern (e.g. v*)","Save as draft; do not trigger public events","Block release publish; require sign-off on version bump","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0306","release","A GitHub Release is published (draft / pre-release)","release is published (not draft, not pre-release)","Mark as pre-release; visible but flagged","Page on-call; do not auto-publish if tag is unsigned","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0307","release","A GitHub Release is published (draft / pre-release)","release is draft (only visible to collaborators with write)","Upload release assets (binaries, checksums, signatures)","Block release publish; require sign-off on version bump","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0308","release","A GitHub Release is published (draft / pre-release)","release is pre-release (visible to all but flagged)","Use semver tag (v1.2.3); workflows can use tag for version","Page on-call; do not auto-publish if tag is unsigned","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0309","release","A GitHub Release is published (draft / pre-release)","release assets uploaded (binary tarball, etc.)","Sign tag (GPG/SSH) - required for some workflows","Block release publish; require sign-off on version bump","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0310","release","A GitHub Release is published (draft / pre-release)","release has semantic version (semver) - major.minor.patch","Edit release notes (description, assets)","Page on-call; do not auto-publish if tag is unsigned","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0311","release","A GitHub Release is published (draft / pre-release)","release event matches workflow trigger (published vs released vs prereleased)","Publish release; trigger downstream release workflows","Block release publish; require sign-off on version bump","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0312","release","A GitHub Release is published (draft / pre-release)","tag is signed (GPG/SSH) - required by some workflows","Save as draft; do not trigger public events","Page on-call; do not auto-publish if tag is unsigned","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0313","release","A GitHub Release is published (draft / pre-release)","tag is unsigned (some workflows require signed releases)","Mark as pre-release; visible but flagged","Block release publish; require sign-off on version bump","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0314","release","A GitHub Release is edited (description updated)","tag matches release pattern (e.g. v*)","Mark as pre-release; visible but flagged","Block release publish; require sign-off on version bump","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0315","release","A GitHub Release is edited (description updated)","release is published (not draft, not pre-release)","Upload release assets (binaries, checksums, signatures)","Page on-call; do not auto-publish if tag is unsigned","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0316","release","A GitHub Release is edited (description updated)","release is draft (only visible to collaborators with write)","Use semver tag (v1.2.3); workflows can use tag for version","Block release publish; require sign-off on version bump","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0317","release","A GitHub Release is edited (description updated)","release is pre-release (visible to all but flagged)","Sign tag (GPG/SSH) - required for some workflows","Page on-call; do not auto-publish if tag is unsigned","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0318","release","A GitHub Release is edited (description updated)","release assets uploaded (binary tarball, etc.)","Edit release notes (description, assets)","Block release publish; require sign-off on version bump","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0319","release","A GitHub Release is edited (description updated)","release has semantic version (semver) - major.minor.patch","Publish release; trigger downstream release workflows","Page on-call; do not auto-publish if tag is unsigned","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0320","release","A GitHub Release is edited (description updated)","release event matches workflow trigger (published vs released vs prereleased)","Save as draft; do not trigger public events","Block release publish; require sign-off on version bump","medium","docs.github.com/en/repositories/releasing-projects-on-github"
"GH-0321","git","git push to a branch is rejected (non-fast-forward)","git push is fast-forward (allowed on protected branch after review)","Allow push (fast-forward)","Block force-push on protected branch; require operator override","high","docs.github.com/en/repositories/working-with-files/managing-large-files; docs.github.com/en/repositories/creating-and-managing-repositories/about-repositories"
"GH-0322","git","git push to a branch is rejected (non-fast-forward)","git push is non-fast-forward (rejected on protected branch, force required)","Reject push (non-fast-forward on protected branch); suggest rebase","Page on-call; require manual cleanup of large files / LFS","high","docs.github.com/en/repositories/working-with-files/managing-large-files; docs.github.com/en/repositories/creating-and-managing-repositories/about-repositories"
"GH-0323","git","git push to a branch is rejected (non-fast-forward)","git push force is allowed on protected branch (no force-push rule)","Allow force-push (if force-push rule enabled)","Block repo deletion without confirmation (destructive action)","high","docs.github.com/en/repositories/working-with-files/managing-large-files; docs.github.com/en/repositories/creating-and-managing-repositories/about-repositories"
"GH-0324","git","git push to a branch is rejected (non-fast-forward)","file size > 100MB (rejected - use Git LFS)","Reject large file; suggest Git LFS","Block force-push on protected branch; require operator override","high","docs.github.com/en/repositories/working-with-files/managing-large-files; docs.github.com/en/repositories/creating-and-managing-repositories/about-repositories"
"GH-0325","git","git push to a branch is rejected (non-fast-forward)","file size > 50MB triggers LFS pointer recommendation (if LFS enabled)","Enable Git LFS; 'git lfs track ""*.bin""'; commit .gitattributes","Page on-call; require manual cleanup of large files / LFS","high","docs.github.com/en/repositories/working-with-files/managing-large-files; docs.github.com/en/repositories/creating-and-managing-repositories/about-repositories"
