id,scenario_num,domain,task_type,system,title,objective,context_name,context_detail,principal_risks,edge_cases,required_validation,completion_standard,layer,collection,chunk_id
CT-1932,1932,Payments,Refactor safely,a payment-provider failover layer,Payments — Refactor safely: a payment-provider failover layer,Refactor a payment-provider failover layer to improve maintainability without changing externally observable behavior.,Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",ledger divergence; double charges; lost settlements; rounding errors.,partial refund; currency conversion; duplicate webhook.,idempotency tests; reconciliation checks; failure-recovery simulations; ledger invariants.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,d101895ea9f26f88804c6145
CT-1933,1933,Payments,Scale under load,a payment-provider failover layer,Payments — Scale under load: a payment-provider failover layer,Redesign a payment-provider failover layer so it remains correct and responsive under significantly higher load.,Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",double charges; lost settlements; rounding errors; webhook forgery.,provider timeout after capture; partial refund; currency conversion.,ledger invariants; sandbox provider tests; idempotency tests; reconciliation checks.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,6cca79da2d93b0f303eb3e35
CT-1934,1934,Payments,Scale under load,a payment-provider failover layer,Payments — Scale under load: a payment-provider failover layer,Redesign a payment-provider failover layer so it remains correct and responsive under significantly higher load.,High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",lost settlements; rounding errors; webhook forgery; retry storms.,provider timeout after capture; partial refund; currency conversion.,ledger invariants; sandbox provider tests; idempotency tests; reconciliation checks.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,9bb042175bdced9ed6a807ac
CT-1935,1935,Payments,Scale under load,a payment-provider failover layer,Payments — Scale under load: a payment-provider failover layer,Redesign a payment-provider failover layer so it remains correct and responsive under significantly higher load.,Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",rounding errors; webhook forgery; retry storms; ledger divergence.,partial refund; currency conversion; duplicate webhook.,ledger invariants; sandbox provider tests; idempotency tests; reconciliation checks.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,cdc0941ba6e393c693bf1661
CT-1936,1936,Payments,Scale under load,a payment-provider failover layer,Payments — Scale under load: a payment-provider failover layer,Redesign a payment-provider failover layer so it remains correct and responsive under significantly higher load.,Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",webhook forgery; retry storms; ledger divergence; double charges.,partial refund; currency conversion; duplicate webhook.,sandbox provider tests; idempotency tests; reconciliation checks; failure-recovery simulations.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,af9daa291b98553c2988b4dd
CT-1937,1937,Payments,Harden security,a payment-provider failover layer,Payments — Harden security: a payment-provider failover layer,Threat-model and secure a payment-provider failover layer against realistic abuse and attack paths.,Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",retry storms; ledger divergence; double charges; lost settlements.,provider timeout after capture; partial refund; currency conversion.,reconciliation checks; failure-recovery simulations; ledger invariants; sandbox provider tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,4d259bb41d96d2278199f1d7
CT-1938,1938,Payments,Harden security,a payment-provider failover layer,Payments — Harden security: a payment-provider failover layer,Threat-model and secure a payment-provider failover layer against realistic abuse and attack paths.,High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",ledger divergence; double charges; lost settlements; rounding errors.,provider timeout after capture; partial refund; currency conversion.,reconciliation checks; failure-recovery simulations; ledger invariants; sandbox provider tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,84238ae6e9bff6a51a0de949
CT-1939,1939,Payments,Harden security,a payment-provider failover layer,Payments — Harden security: a payment-provider failover layer,Threat-model and secure a payment-provider failover layer against realistic abuse and attack paths.,Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",double charges; lost settlements; rounding errors; webhook forgery.,partial refund; currency conversion; duplicate webhook.,failure-recovery simulations; ledger invariants; sandbox provider tests; idempotency tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,7d1b134fbea81b7ee4d3175a
CT-1940,1940,Payments,Harden security,a payment-provider failover layer,Payments — Harden security: a payment-provider failover layer,Threat-model and secure a payment-provider failover layer against realistic abuse and attack paths.,Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",lost settlements; rounding errors; webhook forgery; retry storms.,partial refund; currency conversion; duplicate webhook.,failure-recovery simulations; ledger invariants; sandbox provider tests; idempotency tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,d1808f52a1e1b87d82f96eff
CT-1941,1941,Payments,Migrate with continuity,a payment-provider failover layer,Payments — Migrate with continuity: a payment-provider failover layer,Migrate a payment-provider failover layer to a new architecture or platform without unacceptable downtime or data loss.,Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",rounding errors; webhook forgery; retry storms; ledger divergence.,provider timeout after capture; partial refund; currency conversion.,sandbox provider tests; idempotency tests; reconciliation checks; failure-recovery simulations.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,ec0e98f0747c64077aa9250d
CT-1942,1942,Payments,Migrate with continuity,a payment-provider failover layer,Payments — Migrate with continuity: a payment-provider failover layer,Migrate a payment-provider failover layer to a new architecture or platform without unacceptable downtime or data loss.,High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",webhook forgery; retry storms; ledger divergence; double charges.,provider timeout after capture; partial refund; currency conversion.,idempotency tests; reconciliation checks; failure-recovery simulations; ledger invariants.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,e81a8010409d039fc5bb52b3
CT-1943,1943,Payments,Migrate with continuity,a payment-provider failover layer,Payments — Migrate with continuity: a payment-provider failover layer,Migrate a payment-provider failover layer to a new architecture or platform without unacceptable downtime or data loss.,Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",retry storms; ledger divergence; double charges; lost settlements.,partial refund; currency conversion; duplicate webhook.,idempotency tests; reconciliation checks; failure-recovery simulations; ledger invariants.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,430af6a680d040abca288c3e
CT-1944,1944,Payments,Migrate with continuity,a payment-provider failover layer,Payments — Migrate with continuity: a payment-provider failover layer,Migrate a payment-provider failover layer to a new architecture or platform without unacceptable downtime or data loss.,Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",ledger divergence; double charges; lost settlements; rounding errors.,partial refund; currency conversion; duplicate webhook.,idempotency tests; reconciliation checks; failure-recovery simulations; ledger invariants.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,2eb4dc25033d818eb4b54124
CT-1945,1945,Payments,Add observability,a payment-provider failover layer,Payments — Add observability: a payment-provider failover layer,"Instrument a payment-provider failover layer so operators can detect, diagnose, and explain failures quickly.",Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",double charges; lost settlements; rounding errors; webhook forgery.,provider timeout after capture; partial refund; currency conversion.,ledger invariants; sandbox provider tests; idempotency tests; reconciliation checks.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,3cd8e006931f16b60b4a4eed
CT-1946,1946,Payments,Add observability,a payment-provider failover layer,Payments — Add observability: a payment-provider failover layer,"Instrument a payment-provider failover layer so operators can detect, diagnose, and explain failures quickly.",High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",lost settlements; rounding errors; webhook forgery; retry storms.,provider timeout after capture; partial refund; currency conversion.,ledger invariants; sandbox provider tests; idempotency tests; reconciliation checks.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,9ff3c4f38b6b51ca62312171
CT-1947,1947,Payments,Add observability,a payment-provider failover layer,Payments — Add observability: a payment-provider failover layer,"Instrument a payment-provider failover layer so operators can detect, diagnose, and explain failures quickly.",Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",rounding errors; webhook forgery; retry storms; ledger divergence.,partial refund; currency conversion; duplicate webhook.,ledger invariants; sandbox provider tests; idempotency tests; reconciliation checks.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,a28eebe4d9699ebe63de85b6
CT-1948,1948,Payments,Add observability,a payment-provider failover layer,Payments — Add observability: a payment-provider failover layer,"Instrument a payment-provider failover layer so operators can detect, diagnose, and explain failures quickly.",Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",webhook forgery; retry storms; ledger divergence; double charges.,partial refund; currency conversion; duplicate webhook.,sandbox provider tests; idempotency tests; reconciliation checks; failure-recovery simulations.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,9aa3833427069963870a0154
CT-1949,1949,Payments,Build test coverage,a payment-provider failover layer,Payments — Build test coverage: a payment-provider failover layer,"Create a layered automated test strategy for a payment-provider failover layer, including failure and recovery paths.",Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",retry storms; ledger divergence; double charges; lost settlements.,provider timeout after capture; partial refund; currency conversion.,reconciliation checks; failure-recovery simulations; ledger invariants; sandbox provider tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,96c1345b89ae314d4247d41e
CT-1950,1950,Payments,Build test coverage,a payment-provider failover layer,Payments — Build test coverage: a payment-provider failover layer,"Create a layered automated test strategy for a payment-provider failover layer, including failure and recovery paths.",High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",ledger divergence; double charges; lost settlements; rounding errors.,provider timeout after capture; partial refund; currency conversion.,reconciliation checks; failure-recovery simulations; ledger invariants; sandbox provider tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,b99363fa00387d2a7892ed5d
CT-1951,1951,Payments,Build test coverage,a payment-provider failover layer,Payments — Build test coverage: a payment-provider failover layer,"Create a layered automated test strategy for a payment-provider failover layer, including failure and recovery paths.",Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",double charges; lost settlements; rounding errors; webhook forgery.,partial refund; currency conversion; duplicate webhook.,failure-recovery simulations; ledger invariants; sandbox provider tests; idempotency tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,57935408519ffea7ec752255
CT-1952,1952,Payments,Build test coverage,a payment-provider failover layer,Payments — Build test coverage: a payment-provider failover layer,"Create a layered automated test strategy for a payment-provider failover layer, including failure and recovery paths.",Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",lost settlements; rounding errors; webhook forgery; retry storms.,partial refund; currency conversion; duplicate webhook.,failure-recovery simulations; ledger invariants; sandbox provider tests; idempotency tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,8392043f2bbe8e3b8134ce1b
CT-1953,1953,Payments,Optimize performance and cost,a payment-provider failover layer,Payments — Optimize performance and cost: a payment-provider failover layer,"Improve the latency, throughput, resource use, and operating cost of a payment-provider failover layer.",Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",rounding errors; webhook forgery; retry storms; ledger divergence.,provider timeout after capture; partial refund; currency conversion.,sandbox provider tests; idempotency tests; reconciliation checks; failure-recovery simulations.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,fcf6c5a03904196377a61f2d
CT-1954,1954,Payments,Optimize performance and cost,a payment-provider failover layer,Payments — Optimize performance and cost: a payment-provider failover layer,"Improve the latency, throughput, resource use, and operating cost of a payment-provider failover layer.",High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",webhook forgery; retry storms; ledger divergence; double charges.,provider timeout after capture; partial refund; currency conversion.,idempotency tests; reconciliation checks; failure-recovery simulations; ledger invariants.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,80bd30fa3dc1c48f282b7e4d
CT-1955,1955,Payments,Optimize performance and cost,a payment-provider failover layer,Payments — Optimize performance and cost: a payment-provider failover layer,"Improve the latency, throughput, resource use, and operating cost of a payment-provider failover layer.",Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",retry storms; ledger divergence; double charges; lost settlements.,partial refund; currency conversion; duplicate webhook.,idempotency tests; reconciliation checks; failure-recovery simulations; ledger invariants.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,70e05d5ef2fe696a0a0adbe2
CT-1956,1956,Payments,Optimize performance and cost,a payment-provider failover layer,Payments — Optimize performance and cost: a payment-provider failover layer,"Improve the latency, throughput, resource use, and operating cost of a payment-provider failover layer.",Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",ledger divergence; double charges; lost settlements; rounding errors.,partial refund; currency conversion; duplicate webhook.,idempotency tests; reconciliation checks; failure-recovery simulations; ledger invariants.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,6edfce578a612e0109848305
CT-1957,1957,Payments,Engineer resilience,a payment-provider failover layer,Payments — Engineer resilience: a payment-provider failover layer,"Make a payment-provider failover layer tolerate partial failures, retries, restarts, and dependency degradation.",Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",double charges; lost settlements; rounding errors; webhook forgery.,provider timeout after capture; partial refund; currency conversion.,ledger invariants; sandbox provider tests; idempotency tests; reconciliation checks.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,97c573bb65261f03433540d3
CT-1958,1958,Payments,Engineer resilience,a payment-provider failover layer,Payments — Engineer resilience: a payment-provider failover layer,"Make a payment-provider failover layer tolerate partial failures, retries, restarts, and dependency degradation.",High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",lost settlements; rounding errors; webhook forgery; retry storms.,provider timeout after capture; partial refund; currency conversion.,ledger invariants; sandbox provider tests; idempotency tests; reconciliation checks.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,bee599e7464d29217e2fef06
CT-1959,1959,Payments,Engineer resilience,a payment-provider failover layer,Payments — Engineer resilience: a payment-provider failover layer,"Make a payment-provider failover layer tolerate partial failures, retries, restarts, and dependency degradation.",Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",rounding errors; webhook forgery; retry storms; ledger divergence.,partial refund; currency conversion; duplicate webhook.,ledger invariants; sandbox provider tests; idempotency tests; reconciliation checks.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,e0c7b717740572057b986286
CT-1960,1960,Payments,Engineer resilience,a payment-provider failover layer,Payments — Engineer resilience: a payment-provider failover layer,"Make a payment-provider failover layer tolerate partial failures, retries, restarts, and dependency degradation.",Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",webhook forgery; retry storms; ledger divergence; double charges.,partial refund; currency conversion; duplicate webhook.,sandbox provider tests; idempotency tests; reconciliation checks; failure-recovery simulations.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,48aeeb63970d071995568048
CT-1961,1961,Payments,Design and implement,a financial reconciliation pipeline,Payments — Design and implement: a financial reconciliation pipeline,Create a production-ready implementation of a financial reconciliation pipeline.,Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",retry storms; ledger divergence; double charges; lost settlements.,provider timeout after capture; partial refund; currency conversion.,reconciliation checks; failure-recovery simulations; ledger invariants; sandbox provider tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,4aa597efd6137e68731f9414
CT-1962,1962,Payments,Design and implement,a financial reconciliation pipeline,Payments — Design and implement: a financial reconciliation pipeline,Create a production-ready implementation of a financial reconciliation pipeline.,High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",ledger divergence; double charges; lost settlements; rounding errors.,provider timeout after capture; partial refund; currency conversion.,reconciliation checks; failure-recovery simulations; ledger invariants; sandbox provider tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,aa32b7a45f5207e1c9a95e09
CT-1963,1963,Payments,Design and implement,a financial reconciliation pipeline,Payments — Design and implement: a financial reconciliation pipeline,Create a production-ready implementation of a financial reconciliation pipeline.,Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",double charges; lost settlements; rounding errors; webhook forgery.,partial refund; currency conversion; duplicate webhook.,failure-recovery simulations; ledger invariants; sandbox provider tests; idempotency tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,b37db93d13e51dcce9d37bc2
CT-1964,1964,Payments,Design and implement,a financial reconciliation pipeline,Payments — Design and implement: a financial reconciliation pipeline,Create a production-ready implementation of a financial reconciliation pipeline.,Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",lost settlements; rounding errors; webhook forgery; retry storms.,partial refund; currency conversion; duplicate webhook.,failure-recovery simulations; ledger invariants; sandbox provider tests; idempotency tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,e6a12b7113f2e4ba22613c7e
CT-1965,1965,Payments,Diagnose and repair,a financial reconciliation pipeline,Payments — Diagnose and repair: a financial reconciliation pipeline,"Investigate a failing a financial reconciliation pipeline, identify the root cause, and implement a verified fix.",Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",rounding errors; webhook forgery; retry storms; ledger divergence.,provider timeout after capture; partial refund; currency conversion.,sandbox provider tests; idempotency tests; reconciliation checks; failure-recovery simulations.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,899380d95650d0e9b5149284
CT-1966,1966,Payments,Diagnose and repair,a financial reconciliation pipeline,Payments — Diagnose and repair: a financial reconciliation pipeline,"Investigate a failing a financial reconciliation pipeline, identify the root cause, and implement a verified fix.",High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",webhook forgery; retry storms; ledger divergence; double charges.,provider timeout after capture; partial refund; currency conversion.,idempotency tests; reconciliation checks; failure-recovery simulations; ledger invariants.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,2a9e760eb6d5cad85d22442d
CT-1967,1967,Payments,Diagnose and repair,a financial reconciliation pipeline,Payments — Diagnose and repair: a financial reconciliation pipeline,"Investigate a failing a financial reconciliation pipeline, identify the root cause, and implement a verified fix.",Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",retry storms; ledger divergence; double charges; lost settlements.,partial refund; currency conversion; duplicate webhook.,idempotency tests; reconciliation checks; failure-recovery simulations; ledger invariants.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,ad4dd3bfacd6bf27a3fb71ee
CT-1968,1968,Payments,Diagnose and repair,a financial reconciliation pipeline,Payments — Diagnose and repair: a financial reconciliation pipeline,"Investigate a failing a financial reconciliation pipeline, identify the root cause, and implement a verified fix.",Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",ledger divergence; double charges; lost settlements; rounding errors.,partial refund; currency conversion; duplicate webhook.,idempotency tests; reconciliation checks; failure-recovery simulations; ledger invariants.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,85a04598a33449185688252c
CT-1969,1969,Payments,Refactor safely,a financial reconciliation pipeline,Payments — Refactor safely: a financial reconciliation pipeline,Refactor a financial reconciliation pipeline to improve maintainability without changing externally observable behavior.,Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",double charges; lost settlements; rounding errors; webhook forgery.,provider timeout after capture; partial refund; currency conversion.,ledger invariants; sandbox provider tests; idempotency tests; reconciliation checks.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,81eb772a4995e2eefe8263ac
CT-1970,1970,Payments,Refactor safely,a financial reconciliation pipeline,Payments — Refactor safely: a financial reconciliation pipeline,Refactor a financial reconciliation pipeline to improve maintainability without changing externally observable behavior.,High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",lost settlements; rounding errors; webhook forgery; retry storms.,provider timeout after capture; partial refund; currency conversion.,ledger invariants; sandbox provider tests; idempotency tests; reconciliation checks.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,1ff2e4e10361885d7297fb98
CT-1971,1971,Payments,Refactor safely,a financial reconciliation pipeline,Payments — Refactor safely: a financial reconciliation pipeline,Refactor a financial reconciliation pipeline to improve maintainability without changing externally observable behavior.,Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",rounding errors; webhook forgery; retry storms; ledger divergence.,partial refund; currency conversion; duplicate webhook.,ledger invariants; sandbox provider tests; idempotency tests; reconciliation checks.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,de2c92fca8ef774ac311eb03
CT-1972,1972,Payments,Refactor safely,a financial reconciliation pipeline,Payments — Refactor safely: a financial reconciliation pipeline,Refactor a financial reconciliation pipeline to improve maintainability without changing externally observable behavior.,Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",webhook forgery; retry storms; ledger divergence; double charges.,partial refund; currency conversion; duplicate webhook.,sandbox provider tests; idempotency tests; reconciliation checks; failure-recovery simulations.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,5aab9653463d3faebcf6f1fd
CT-1973,1973,Payments,Scale under load,a financial reconciliation pipeline,Payments — Scale under load: a financial reconciliation pipeline,Redesign a financial reconciliation pipeline so it remains correct and responsive under significantly higher load.,Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",retry storms; ledger divergence; double charges; lost settlements.,provider timeout after capture; partial refund; currency conversion.,reconciliation checks; failure-recovery simulations; ledger invariants; sandbox provider tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,f20a95bd0d6f633d8d264190
CT-1974,1974,Payments,Scale under load,a financial reconciliation pipeline,Payments — Scale under load: a financial reconciliation pipeline,Redesign a financial reconciliation pipeline so it remains correct and responsive under significantly higher load.,High scale,"The workload may spike to 100 times normal traffic, requests can arrive concurrently, and capacity must scale predictably.",ledger divergence; double charges; lost settlements; rounding errors.,provider timeout after capture; partial refund; currency conversion.,reconciliation checks; failure-recovery simulations; ledger invariants; sandbox provider tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,d43a95cf4d67a61f8c31d68f
CT-1975,1975,Payments,Scale under load,a financial reconciliation pipeline,Payments — Scale under load: a financial reconciliation pipeline,Redesign a financial reconciliation pipeline so it remains correct and responsive under significantly higher load.,Regulated environment,"Sensitive data is present. Access, retention, auditability, encryption, and least privilege must be demonstrably enforced.",double charges; lost settlements; rounding errors; webhook forgery.,partial refund; currency conversion; duplicate webhook.,failure-recovery simulations; ledger invariants; sandbox provider tests; idempotency tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,96757aba5ee12d758f48fda3
CT-1976,1976,Payments,Scale under load,a financial reconciliation pipeline,Payments — Scale under load: a financial reconciliation pipeline,Redesign a financial reconciliation pipeline so it remains correct and responsive under significantly higher load.,Constrained delivery,"The change must fit an existing production system, use incremental rollout, include rollback, and avoid a full rewrite.",lost settlements; rounding errors; webhook forgery; retry storms.,partial refund; currency conversion; duplicate webhook.,failure-recovery simulations; ledger invariants; sandbox provider tests; idempotency tests.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,3fddd7135f8b59bbce3e5ccc
CT-1977,1977,Payments,Harden security,a financial reconciliation pipeline,Payments — Harden security: a financial reconciliation pipeline,Threat-model and secure a financial reconciliation pipeline against realistic abuse and attack paths.,Strict reliability,"The service has a 99.99% availability objective, must deploy without planned downtime, and must preserve backward compatibility.",rounding errors; webhook forgery; retry storms; ledger divergence.,provider timeout after capture; partial refund; currency conversion.,sandbox provider tests; idempotency tests; reconciliation checks; failure-recovery simulations.,"provide working code or an executable design, automated tests, failure handling, security review, operational telemetry, deployment and rollback steps, and evidence that the acceptance checks pass.",code_corpus,coding_tasks,5d03c35c505086561d0b1c66
